Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0.917929	1	2	1	-66.5642
0.917929	1	0	1	-67.3431
0.918	1	0	1	-67.3431
0.918929	1	2	1	-66.5642
0.918929	1	0	1	-67.3431
0.921929	1	2	1	-66.5642
0.921929	1	0	1	-67.3431
0.922	1	0	1	-67.3431
0.922929	1	2	1	-66.5642
0.922929	1	0	1	-67.3431
0.923	1	0	1	-67.3431
0.923929	1	2	1	-66.5642
0.923929	1	0	1	-67.3431
0.926929	1	2	1	-66.5642
0.926929	1	0	1	-67.3431
0.927	1	0	1	-67.3431
0.927929	1	2	1	-66.5642
0.927929	1	0	1	-67.3431
0.928	1	0	1	-67.3431
0.928929	1	2	1	-66.5642
0.928929	1	0	1	-67.3431
0.931929	1	2	1	-66.5642
0.931929	1	0	1	-67.3431
0.932	1	0	1	-67.3431
0.932929	1	2	1	-66.5642
0.932929	1	0	1	-67.3431
0.933	1	0	1	-67.3431
0.933929	1	2	1	-66.5642
0.933929	1	0	1	-67.3431
0.936929	1	2	1	-66.5642
0.936929	1	0	1	-67.3431
0.937	1	0	1	-67.3431
0.937929	1	2	1	-66.5642
0.937929	1	0	1	-67.3431
0.938	1	0	1	-67.3431
0.938929	1	2	1	-66.5642
0.938929	1	0	1	-67.3431
0.941929	1	2	1	-66.5642
0.941929	1	0	1	-67.3431
0.942	1	0	1	-67.3431
0.942929	1	2	1	-66.5642
0.942929	1	0	1	-67.3431
0.943	1	0	1	-67.3431
0.943929	1	2	1	-66.5642
0.943929	1	0	1	-67.3431
0.946929	1	2	1	-66.5642
0.946929	1	0	1	-67.3431
0.947	1	0	1	-67.3431
0.947929	1	2	1	-66.5642
0.947929	1	0	1	-67.3431
0.948	1	0	1	-67.3431
0.948929	1	2	1	-66.5642
0.948929	1	0	1	-67.3431
0.951929	1	2	1	-66.5642
0.951929	1	0	1	-67.3431
0.952	1	0	1	-67.3431
0.952857	1	2	1	-66.5642
0.952929	1	0	1	-67.3431
0.952929	1	2	1	-66.5642
0.953	1	0	1	-67.3431
0.953929	1	2	1	-66.5642
0.953929	1	0	1	-67.3431
0.956929	1	2	1	-66.5642
0.956929	1	0	1	-67.3431
0.957	1	0	1	-67.3431
0.957929	1	2	1	-66.5642
0.957929	1	0	1	-67.3431
0.958	1	0	1	-67.3431
0.958929	1	2	1	-66.5642
0.958929	1	0	1	-67.3431
0.961929	1	2	1	-66.5642
0.961929	1	0	1	-67.3431
0.962	1	0	1	-67.3431
0.962929	1	2	1	-66.5642
0.962929	1	0	1	-67.3431
0.963	1	0	1	-67.3431
0.963929	1	2	1	-66.5642
0.963929	1	0	1	-67.3431
0.966929	1	2	1	-66.5642
0.966929	1	0	1	-67.3431
0.967	1	0	1	-67.3431
0.967929	1	2	1	-66.5642
0.967929	1	0	1	-67.3431
0.968	1	0	1	-67.3431
0.968929	1	2	1	-66.5642
0.968929	1	0	1	-67.3431
0.971929	1	2	1	-66.5642
0.971929	1	0	1	-67.3431
0.972	1	0	1	-67.3431
0.972929	1	2	1	-66.5642
0.972929	1	0	1	-67.3431
0.973	1	0	1	-67.3431
0.973929	1	2	1	-66.5642
0.973929	1	0	1	-67.3431
0.976929	1	2	1	-66.5642
0.976929	1	0	1	-67.3431
0.977	1	0	1	-67.3431
0.977929	1	2	1	-66.5642
0.977929	1	0	1	-67.3431
0.978857	1	0	1	-67.3431
0.978929	1	2	1	-66.5642
0.978929	1	0	1	-67.3431
0.981929	1	2	1	-66.5642
0.981929	1	0	1	-67.3431
0.982	1	0	1	-67.3431
0.982929	1	2	1	-66.5642
0.982929	1	0	1	-67.3431
0.983	1	0	1	-67.3431
0.983929	1	2	1	-66.5642
0.983929	1	0	1	-67.3431
0.986929	1	2	1	-66.5642
0.986929	1	0	1	-67.3431
0.987	1	0	1	-67.3431
0.987929	1	2	1	-66.5642
0.987929	1	0	1	-67.3431
0.988	1	0	1	-67.3431
0.988929	1	2	1	-66.5642
0.988929	1	0	1	-67.3431
0.991929	1	2	1	-66.5642
0.991929	1	0	1	-67.3431
0.992	1	0	1	-67.3431
0.992929	1	2	1	-66.5642
0.992929	1	0	1	-67.3431
0.993	1	0	1	-67.3431
0.993929	1	2	1	-66.5642
0.993929	1	0	1	-67.3431
0.996929	1	2	1	-66.5642
0.996929	1	0	1	-67.3431
0.997	1	0	1	-67.3431
0.997929	1	2	1	-66.5642
0.997929	1	0	1	-67.3431
0.998	1	0	1	-67.3431
0.998929	1	2	1	-66.5642
0.998929	1	0	1	-67.3431
1.00193	1	2	1	-66.5642
1.00193	1	0	1	-67.3431
1.002	1	0	1	-67.3431
1.00293	1	2	1	-66.5642
1.00293	1	0	1	-67.3431
1.003	1	0	1	-67.3431
1.00393	1	2	1	-66.5642
1.00393	1	0	1	-67.3431
1.00693	1	2	1	-66.5642
1.00693	1	0	1	-67.3431
1.007	1	0	1	-67.3431
1.00793	1	2	1	-66.5642
1.00793	1	0	1	-67.3431
1.008	1	0	1	-67.3431
1.00893	1	2	1	-66.5642
1.00893	1	0	1	-67.3431
1.01193	1	2	1	-66.5642
1.01193	1	0	1	-67.3431
1.012	1	0	1	-67.3431
1.01293	1	2	1	-66.5642
1.01293	1	0	1	-67.3431
1.013	1	0	1	-67.3431
1.01393	1	2	1	-66.5642
1.01393	1	0	1	-67.3431
1.01693	1	2	1	-66.5642
1.01693	1	0	1	-67.3431
1.017	1	0	1	-67.3431
1.01793	1	2	1	-66.5642
1.01793	1	0	1	-67.3431
1.018	1	0	1	-67.3431
1.01893	1	2	1	-66.5642
1.01893	1	0	1	-67.3431
1.02193	1	2	1	-66.5642
1.02193	1	0	1	-67.3431
1.022	1	0	1	-67.3431
1.02293	1	2	1	-66.5642
1.02293	1	0	1	-67.3431
1.023	1	0	1	-67.3431
1.02393	1	2	1	-66.5642
1.02393	1	0	1	-67.3431
1.02693	1	2	1	-66.5642
1.02693	1	0	1	-67.3431
1.027	1	0	1	-67.3431
1.02793	1	2	1	-66.5642
1.02793	1	0	1	-67.3431
1.028	1	0	1	-67.3431
1.02893	1	2	1	-66.5642
1.02893	1	0	1	-67.3431
1.03193	1	2	1	-66.5642
1.03193	1	0	1	-67.3431
1.032	1	0	1	-67.3431
1.03293	1	2	1	-66.5642
1.03293	1	0	1	-67.3431
1.033	1	0	1	-67.3431
1.03393	1	2	1	-66.5642
1.03393	1	0	1	-67.3431
1.03693	1	2	1	-66.5642
1.03693	1	0	1	-67.3431
1.037	1	0	1	-67.3431
1.03793	1	2	1	-66.5642
1.03793	1	0	1	-67.3431
1.038	1	0	1	-67.3431
1.03893	1	2	1	-66.5642
1.03893	1	0	1	-67.3431
1.04193	1	2	1	-66.5642
1.04193	1	0	1	-67.3431
1.042	1	0	1	-67.3431
1.04293	1	2	1	-66.5642
1.04293	1	0	1	-67.3431
1.043	1	0	1	-67.3431
1.04393	1	2	1	-66.5642
1.04393	1	0	1	-67.3431
1.04693	1	2	1	-66.5642
1.04693	1	0	1	-67.3431
1.047	1	0	1	-67.3431
1.04793	1	2	1	-66.5642
1.04793	1	0	1	-67.3431
1.048	1	0	1	-67.3431
1.04893	1	2	1	-66.5642
1.04893	1	0	1	-67.3431
1.05193	1	2	1	-66.5642
1.05193	1	0	1	-67.3431
1.052	1	0	1	-67.3431
1.05293	1	2	1	-66.5642
1.05293	1	0	1	-67.3431
1.053	1	0	1	-67.3431
1.05393	1	2	1	-66.5642
1.05393	1	0	1	-67.3431
1.05693	1	2	1	-66.5642
1.05693	1	0	1	-67.3431
1.057	1	0	1	-67.3431
1.05793	1	2	1	-66.5642
1.05793	1	0	1	-67.3431
1.058	1	0	1	-67.3431
1.05886	1	1	1	-67.544
1.05893	1	2	1	-66.5642
1.05893	1	0	1	-67.3431
1.06193	1	2	1	-66.5642
1.06193	1	0	1	-67.3431
1.062	1	0	1	-67.3431
1.06293	1	2	1	-66.5642
1.06293	1	0	1	-67.3431
1.063	1	0	1	-67.3431
1.06393	1	2	1	-66.5642
1.06393	1	0	1	-67.3431
1.06693	1	2	1	-66.5642
1.06693	1	0	1	-67.3431
1.067	1	0	1	-67.3431
1.06793	1	2	1	-66.5642
1.06793	1	0	1	-67.3431
1.068	1	0	1	-67.3431
1.06893	1	2	1	-66.5642
1.06893	1	0	1	-67.3431
1.07193	1	2	1	-66.5642
1.07193	1	0	1	-67.3431
1.072	1	0	1	-67.3431
1.07293	1	2	1	-66.5642
1.07293	1	0	1	-67.3431
1.073	1	0	1	-67.3431
1.07393	1	2	1	-66.5642
1.07393	1	0	1	-67.3431
1.07693	1	2	1	-66.5642
1.07693	1	0	1	-67.3431
1.077	1	0	1	-67.3431
1.07793	1	2	1	-66.5642
1.07793	1	0	1	-67.3431
1.078	1	0	1	-67.3431
1.07893	1	2	1	-66.5642
1.07893	1	0	1	-67.3431
1.08193	1	2	1	-66.5642
1.08193	1	0	1	-67.3431
1.082	1	0	1	-67.3431
1.08293	1	2	1	-66.5642
1.08293	1	0	1	-67.3431
1.083	1	0	1	-67.3431
1.08393	1	2	1	-66.5642
1.08393	1	0	1	-67.3431
1.08693	1	2	1	-66.5642
1.08693	1	0	1	-67.3431
1.087	1	0	1	-67.3431
1.08793	1	2	1	-66.5642
1.08793	1	0	1	-67.3431
1.088	1	0	1	-67.3431
1.08893	1	2	1	-66.5642
1.08893	1	0	1	-67.3431
1.09193	1	2	1	-66.5642
1.09193	1	0	1	-67.3431
1.092	1	0	1	-67.3431
1.09293	1	2	1	-66.5642
1.09293	1	0	1	-67.3431
1.093	1	0	1	-67.3431
1.09393	1	2	1	-66.5642
1.09393	1	0	1	-67.3431
1.09693	1	2	1	-66.5642
1.09693	1	0	1	-67.3431
1.097	1	0	1	-67.3431
1.09793	1	2	1	-66.5642
1.09793	1	0	1	-67.3431
1.098	1	0	1	-67.3431
1.09893	1	2	1	-66.5642
1.09893	1	0	1	-67.3431
1.10193	1	2	1	-66.5642
1.10193	1	0	1	-67.3431
1.102	1	0	1	-67.3431
1.10293	1	2	1	-66.5642
1.10293	1	0	1	-67.3431
1.103	1	0	1	-67.3431
1.10393	1	2	1	-66.5642
1.10393	1	0	1	-67.3431
1.10693	1	2	1	-66.5642
1.10693	1	0	1	-67.3431
1.107	1	0	1	-67.3431
1.10793	1	2	1	-66.5642
1.10793	1	0	1	-67.3431
1.108	1	0	1	-67.3431
1.10893	1	2	1	-66.5642
1.10893	1	0	1	-67.3431
1.11193	1	2	1	-66.5642
1.11193	1	0	1	-67.3431
1.112	1	0	1	-67.3431
1.11293	1	2	1	-66.5642
1.11293	1	0	1	-67.3431
1.113	1	0	1	-67.3431
1.11393	1	2	1	-66.5642
1.11393	1	0	1	-67.3431
1.11693	1	2	1	-66.5642
1.11693	1	0	1	-67.3431
1.117	1	0	1	-67.3431
1.11793	1	2	1	-66.5642
1.11793	1	0	1	-67.3431
1.118	1	0	1	-67.3431
1.11893	1	2	1	-66.5642
1.11893	1	0	1	-67.3431
1.12193	1	2	1	-66.5642
1.12193	1	0	1	-67.3431
1.122	1	0	1	-67.3431
1.12293	1	2	1	-66.5642
1.12293	1	0	1	-67.3431
1.123	1	0	1	-67.3431
1.12393	1	2	1	-66.5642
1.12393	1	0	1	-67.3431
1.12693	1	2	1	-66.5642
1.12693	1	0	1	-67.3431
1.127	1	0	1	-67.3431
1.12793	1	2	1	-66.5642
1.12793	1	0	1	-67.3431
1.128	1	0	1	-67.3431
1.12893	1	2	1	-66.5642
1.12893	1	0	1	-67.3431
1.13193	1	2	1	-66.5642
1.13193	1	0	1	-67.3431
1.132	1	0	1	-67.3431
1.13293	1	2	1	-66.5642
1.13293	1	0	1	-67.3431
1.133	1	0	1	-67.3431
1.13393	1	2	1	-66.5642
1.13393	1	0	1	-67.3431
1.13693	1	2	1	-66.5642
1.13693	1	0	1	-67.3431
1.137	1	0	1	-67.3431
1.13793	1	2	1	-66.5642
1.13793	1	0	1	-67.3431
1.138	1	0	1	-67.3431
1.13893	1	2	1	-66.5642
1.13893	1	0	1	-67.3431
1.14193	1	2	1	-66.5642
1.14193	1	0	1	-67.3431
1.142	1	0	1	-67.3431
1.14293	1	2	1	-66.5642
1.14293	1	0	1	-67.3431
1.143	1	0	1	-67.3431
1.14393	1	2	1	-66.5642
1.14393	1	0	1	-67.3431
1.14693	1	2	1	-66.5642
1.14693	1	0	1	-67.3431
1.147	1	0	1	-67.3431
1.14793	1	2	1	-66.5642
1.14793	1	0	1	-67.3431
1.148	1	0	1	-67.3431
1.14893	1	2	1	-66.5642
1.14893	1	0	1	-67.3431
1.15193	1	2	1	-66.5642
1.15193	1	0	1	-67.3431
1.152	1	0	1	-67.3431
1.15286	1	2	1	-66.5642
1.15293	1	0	1	-67.3431
1.15293	1	2	1	-66.5642
1.153	1	0	1	-67.3431
1.15393	1	2	1	-66.5642
1.15393	1	0	1	-67.3431
1.15693	1	2	1	-66.5642
1.15693	1	0	1	-67.3431
1.157	1	0	1	-67.3431
1.15793	1	2	1	-66.5642
1.15793	1	0	1	-67.3431
1.158	1	0	1	-67.3431
1.15893	1	2	1	-66.5642
1.15893	1	0	1	-67.3431
1.16193	1	2	1	-66.5642
1.16193	1	0	1	-67.3431
1.162	1	0	1	-67.3431
1.16293	1	2	1	-66.5642
1.16293	1	0	1	-67.3431
1.163	1	0	1	-67.3431
1.16393	1	2	1	-66.5642
1.16393	1	0	1	-67.3431
1.16693	1	2	1	-66.5642
1.16693	1	0	1	-67.3431
1.167	1	0	1	-67.3431
1.16793	1	2	1	-66.5642
1.16793	1	0	1	-67.3431
1.168	1	0	1	-67.3431
1.16893	1	2	1	-66.5642
1.16893	1	0	1	-67.3431
1.17193	1	2	1	-66.5642
1.17193	1	0	1	-67.3431
1.172	1	0	1	-67.3431
1.17293	1	2	1	-66.5642
1.17293	1	0	1	-67.3431
1.173	1	0	1	-67.3431
1.17393	1	2	1	-66.5642
1.17393	1	0	1	-67.3431
1.17693	1	2	1	-66.5642
1.17693	1	0	1	-67.3431
1.177	1	0	1	-67.3431
1.17793	1	2	1	-66.5642
1.17793	1	0	1	-67.3431
1.17886	1	0	1	-67.3431
1.17893	1	2	1	-66.5642
1.17893	1	0	1	-67.3431
1.18193	1	2	1	-66.5642
1.18193	1	0	1	-67.3431
1.182	1	0	1	-67.3431
1.18293	1	2	1	-66.5642
1.18293	1	0	1	-67.3431
1.183	1	0	1	-67.3431
1.18393	1	2	1	-66.5642
1.18393	1	0	1	-67.3431
1.18693	1	2	1	-66.5642
1.18693	1	0	1	-67.3431
1.187	1	0	1	-67.3431
1.18793	1	2	1	-66.5642
1.18793	1	0	1	-67.3431
1.188	1	0	1	-67.3431
1.18893	1	2	1	-66.5642
1.18893	1	0	1	-67.3431
1.19193	1	2	1	-66.5642
1.19193	1	0	1	-67.3431
1.192	1	0	1	-67.3431
1.19293	1	2	1	-66.5642
1.19293	1	0	1	-67.3431
1.193	1	0	1	-67.3431
1.19393	1	2	1	-66.5642
1.19393	1	0	1	-67.3431
1.19693	1	2	1	-66.5642
1.19693	1	0	1	-67.3431
1.197	1	0	1	-67.3431
1.19793	1	2	1	-66.5642
1.19793	1	0	1	-67.3431
1.198	1	0	1	-67.3431
1.19893	1	2	1	-66.5642
1.19893	1	0	1	-67.3431
1.20193	1	2	1	-66.5642
1.20193	1	0	1	-67.3431
1.202	1	0	1	-67.3431
1.20293	1	2	1	-66.5642
1.20293	1	0	1	-67.3431
1.203	1	0	1	-67.3431
1.20393	1	2	1	-66.5642
1.20393	1	0	1	-67.3431
1.20693	1	2	1	-66.5642
1.20693	1	0	1	-67.3431
1.207	1	0	1	-67.3431
1.20793	1	2	1	-66.5642
1.20793	1	0	1	-67.3431
1.208	1	0	1	-67.3431
1.20893	1	2	1	-66.5642
1.20893	1	0	1	-67.3431
1.21193	1	2	1	-66.5642
1.21193	1	0	1	-67.3431
1.212	1	0	1	-67.3431
1.21293	1	2	1	-66.5642
1.21293	1	0	1	-67.3431
1.213	1	0	1	-67.3431
1.21393	1	2	1	-66.5642
1.21393	1	0	1	-67.3431
1.21693	1	2	1	-66.5642
1.21693	1	0	1	-67.3431
1.217	1	0	1	-67.3431
1.21793	1	2	1	-66.5642
1.21793	1	0	1	-67.3431
1.218	1	0	1	-67.3431
1.21893	1	2	1	-66.5642
1.21893	1	0	1	-67.3431
1.22193	1	2	1	-66.5642
1.22193	1	0	1	-67.3431
1.222	1	0	1	-67.3431
1.22293	1	2	1	-66.5642
1.22293	1	0	1	-67.3431
1.223	1	0	1	-67.3431
1.22393	1	2	1	-66.5642
1.22393	1	0	1	-67.3431
1.22693	1	2	1	-66.5642
1.22693	1	0	1	-67.3431
1.227	1	0	1	-67.3431
1.22793	1	2	1	-66.5642
1.22793	1	0	1	-67.3431
1.228	1	0	1	-67.3431
1.22893	1	2	1	-66.5642
1.22893	1	0	1	-67.3431
1.23193	1	2	1	-66.5642
1.23193	1	0	1	-67.3431
1.232	1	0	1	-67.3431
1.23293	1	2	1	-66.5642
1.23293	1	0	1	-67.3431
1.233	1	0	1	-67.3431
1.23393	1	2	1	-66.5642
1.23393	1	0	1	-67.3431
1.23693	1	2	1	-66.5642
1.23693	1	0	1	-67.3431
1.237	1	0	1	-67.3431
1.23793	1	2	1	-66.5642
1.23793	1	0	1	-67.3431
1.238	1	0	1	-67.3431
1.23893	1	2	1	-66.5642
1.23893	1	0	1	-67.3431
1.24193	1	2	1	-66.5642
1.24193	1	0	1	-67.3431
1.242	1	0	1	-67.3431
1.24293	1	2	1	-66.5642
1.24293	1	0	1	-67.3431
1.243	1	0	1	-67.3431
1.24393	1	2	1	-66.5642
1.24393	1	0	1	-67.3431
1.24693	1	2	1	-66.5642
1.24693	1	0	1	-67.3431
1.247	1	0	1	-67.3431
1.24793	1	2	1	-66.5642
1.24793	1	0	1	-67.3431
1.248	1	0	1	-67.3431
1.24893	1	2	1	-66.5642
1.24893	1	0	1	-67.3431
1.25193	1	2	1	-66.5642
1.25193	1	0	1	-67.3431
1.252	1	0	1	-67.3431
1.25293	1	2	1	-66.5642
1.25293	1	0	1	-67.3431
1.253	1	0	1	-67.3431
1.25393	1	2	1	-66.5642
1.25393	1	0	1	-67.3431
1.25693	1	2	1	-66.5642
1.25693	1	0	1	-67.3431
1.257	1	0	1	-67.3431
1.25793	1	2	1	-66.5642
1.25793	1	0	1	-67.3431
1.258	1	0	1	-67.3431
1.25886	1	1	1	-67.544
1.25893	1	2	1	-66.5642
1.25893	1	0	1	-67.3431
1.26193	1	2	1	-66.5642
1.26193	1	0	1	-67.3431
1.262	1	0	1	-67.3431
1.26293	1	2	1	-66.5642
1.26293	1	0	1	-67.3431
1.263	1	0	1	-67.3431
1.26393	1	2	1	-66.5642
1.26393	1	0	1	-67.3431
1.26693	1	2	1	-66.5642
1.26693	1	0	1	-67.3431
1.267	1	0	1	-67.3431
1.26793	1	2	1	-66.5642
1.26793	1	0	1	-67.3431
1.268	1	0	1	-67.3431
1.26893	1	2	1	-66.5642
1.26893	1	0	1	-67.3431
1.27193	1	2	1	-66.5642
1.27193	1	0	1	-67.3431
1.272	1	0	1	-67.3431
1.27293	1	2	1	-66.5642
1.27293	1	0	1	-67.3431
1.273	1	0	1	-67.3431
1.27393	1	2	1	-66.5642
1.27393	1	0	1	-67.3431
1.27693	1	2	1	-66.5642
1.27693	1	0	1	-67.3431
1.277	1	0	1	-67.3431
1.27793	1	2	1	-66.5642
1.27793	1	0	1	-67.3431
1.278	1	0	1	-67.3431
1.27893	1	2	1	-66.5642
1.27893	1	0	1	-67.3431
1.28193	1	2	1	-66.5642
1.28193	1	0	1	-67.3431
1.282	1	0	1	-67.3431
1.28293	1	2	1	-66.5642
1.28293	1	0	1	-67.3431
1.283	1	0	1	-67.3431
1.28393	1	2	1	-66.5642
1.28393	1	0	1	-67.3431
1.28693	1	2	1	-66.5642
1.28693	1	0	1	-67.3431
1.287	1	0	1	-67.3431
1.28793	1	2	1	-66.5642
1.28793	1	0	1	-67.3431
1.288	1	0	1	-67.3431
1.28893	1	2	1	-66.5642
1.28893	1	0	1	-67.3431
1.29193	1	2	1	-66.5642
1.29193	1	0	1	-67.3431
1.292	1	0	1	-67.3431
1.29293	1	2	1	-66.5642
1.29293	1	0	1	-67.3431
1.293	1	0	1	-67.3431
1.29393	1	2	1	-66.5642
1.29393	1	0	1	-67.3431
1.29693	1	2	1	-66.5642
1.29693	1	0	1	-67.3431
1.297	1	0	1	-67.3431
1.29793	1	2	1	-66.5642
1.29793	1	0	1	-67.3431
1.298	1	0	1	-67.3431
1.29893	1	2	1	-66.5642
1.29893	1	0	1	-67.3431
1.30193	1	2	1	-66.5642
1.30193	1	0	1	-67.3431
1.302	1	0	1	-67.3431
1.30293	1	2	1	-66.5642
1.30293	1	0	1	-67.3431
1.303	1	0	1	-67.3431
1.30393	1	2	1	-66.5642
1.30393	1	0	1	-67.3431
1.30693	1	2	1	-66.5642
1.30693	1	0	1	-67.3431
1.307	1	0	1	-67.3431
1.30793	1	2	1	-66.5642
1.30793	1	0	1	-67.3431
1.308	1	0	1	-67.3431
1.30893	1	2	1	-66.5642
1.30893	1	0	1	-67.3431
1.31193	1	2	1	-66.5642
1.31193	1	0	1	-67.3431
1.312	1	0	1	-67.3431
1.31293	1	2	1	-66.5642
1.31293	1	0	1	-67.3431
1.313	1	0	1	-67.3431
1.31393	1	2	1	-66.5642
1.31393	1	0	1	-67.3431
1.31693	1	2	1	-66.5642
1.31693	1	0	1	-67.3431
1.317	1	0	1	-67.3431
1.31793	1	2	1	-66.5642
1.31793	1	0	1	-67.3431
1.318	1	0	1	-67.3431
1.31893	1	2	1	-66.5642
1.31893	1	0	1	-67.3431
1.32193	1	2	1	-66.5642
1.32193	1	0	1	-67.3431
1.322	1	0	1	-67.3431
1.32293	1	2	1	-66.5642
1.32293	1	0	1	-67.3431
1.323	1	0	1	-67.3431
1.32393	1	2	1	-66.5642
1.32393	1	0	1	-67.3431
1.32693	1	2	1	-66.5642
1.32693	1	0	1	-67.3431
1.327	1	0	1	-67.3431
1.32793	1	2	1	-66.5642
1.32793	1	0	1	-67.3431
1.328	1	0	1	-67.3431
1.32893	1	2	1	-66.5642
1.32893	1	0	1	-67.3431
1.33193	1	2	1	-66.5642
1.33193	1	0	1	-67.3431
1.332	1	0	1	-67.3431
1.33293	1	2	1	-66.5642
1.33293	1	0	1	-67.3431
1.333	1	0	1	-67.3431
1.33393	1	2	1	-66.5642
1.33393	1	0	1	-67.3431
1.33693	1	2	1	-66.5642
1.33693	1	0	1	-67.3431
1.337	1	0	1	-67.3431
1.33793	1	2	1	-66.5642
1.33793	1	0	1	-67.3431
1.338	1	0	1	-67.3431
1.33893	1	2	1	-66.5642
1.33893	1	0	1	-67.3431
1.34193	1	2	1	-66.5642
1.34193	1	0	1	-67.3431
1.342	1	0	1	-67.3431
1.34293	1	2	1	-66.5642
1.34293	1	0	1	-67.3431
1.343	1	0	1	-67.3431
1.34393	1	2	1	-66.5642
1.34393	1	0	1	-67.3431
1.34693	1	2	1	-66.5642
1.34693	1	0	1	-67.3431
1.347	1	0	1	-67.3431
1.34793	1	2	1	-66.5642
1.34793	1	0	1	-67.3431
1.348	1	0	1	-67.3431
1.34893	1	2	1	-66.5642
1.34893	1	0	1	-67.3431
1.35193	1	2	1	-66.5642
1.35193	1	0	1	-67.3431
1.352	1	0	1	-67.3431
1.35286	1	2	1	-66.5642
1.35293	1	0	1	-67.3431
1.35293	1	2	1	-66.5642
1.353	1	0	1	-67.3431
1.35393	1	2	1	-66.5642
1.35393	1	0	1	-67.3431
1.35693	1	2	1	-66.5642
1.35693	1	0	1	-67.3431
1.357	1	0	1	-67.3431
1.35793	1	2	1	-66.5642
1.35793	1	0	1	-67.3431
1.358	1	0	1	-67.3431
1.35893	1	2	1	-66.5642
1.35893	1	0	1	-67.3431
1.36193	1	2	1	-66.5642
1.36193	1	0	1	-67.3431
1.362	1	0	1	-67.3431
1.36293	1	2	1	-66.5642
1.36293	1	0	1	-67.3431
1.363	1	0	1	-67.3431
1.36393	1	2	1	-66.5642
1.36393	1	0	1	-67.3431
1.36693	1	2	1	-66.5642
1.36693	1	0	1	-67.3431
1.367	1	0	1	-67.3431
1.36793	1	2	1	-66.5642
1.36793	1	0	1	-67.3431
1.368	1	0	1	-67.3431
1.36893	1	2	1	-66.5642
1.36893	1	0	1	-67.3431
1.37193	1	2	1	-66.5642
1.37193	1	0	1	-67.3431
1.372	1	0	1	-67.3431
1.37293	1	2	1	-66.5642
1.37293	1	0	1	-67.3431
1.373	1	0	1	-67.3431
1.37393	1	2	1	-66.5642
1.37393	1	0	1	-67.3431
1.37693	1	2	1	-66.5642
1.37693	1	0	1	-67.3431
1.377	1	0	1	-67.3431
1.37793	1	2	1	-66.5642
1.37793	1	0	1	-67.3431
1.37886	1	0	1	-67.3431
1.37893	1	2	1	-66.5642
1.37893	1	0	1	-67.3431
1.38193	1	2	1	-66.5642
1.38193	1	0	1	-67.3431
1.382	1	0	1	-67.3431
1.38293	1	2	1	-66.5642
1.38293	1	0	1	-67.3431
1.383	1	0	1	-67.3431
1.38393	1	2	1	-66.5642
1.38393	1	0	1	-67.3431
1.38693	1	2	1	-66.5642
1.38693	1	0	1	-67.3431
1.387	1	0	1	-67.3431
1.38793	1	2	1	-66.5642
1.38793	1	0	1	-67.3431
1.388	1	0	1	-67.3431
1.38893	1	2	1	-66.5642
1.38893	1	0	1	-67.3431
1.39193	1	2	1	-66.5642
1.39193	1	0	1	-67.3431
1.392	1	0	1	-67.3431
1.39293	1	2	1	-66.5642
1.39293	1	0	1	-67.3431
1.393	1	0	1	-67.3431
1.39393	1	2	1	-66.5642
1.39393	1	0	1	-67.3431
1.39693	1	2	1	-66.5642
1.39693	1	0	1	-67.3431
1.397	1	0	1	-67.3431
1.39793	1	2	1	-66.5642
1.39793	1	0	1	-67.3431
1.398	1	0	1	-67.3431
1.39893	1	2	1	-66.5642
1.39893	1	0	1	-67.3431
