Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0.476929	1	0	1	-67.3431
0.477	1	0	1	-67.3431
0.477929	1	2	1	-66.5642
0.477929	1	0	1	-67.3431
0.478	1	0	1	-67.3431
0.478929	1	2	1	-66.5642
0.478929	1	0	1	-67.3431
0.481929	1	2	1	-66.5642
0.481929	1	0	1	-67.3431
0.482	1	0	1	-67.3431
0.482929	1	2	1	-66.5642
0.482929	1	0	1	-67.3431
0.483	1	0	1	-67.3431
0.483929	1	2	1	-66.5642
0.483929	1	0	1	-67.3431
0.486929	1	2	1	-66.5642
0.486929	1	0	1	-67.3431
0.487	1	0	1	-67.3431
0.487929	1	2	1	-66.5642
0.487929	1	0	1	-67.3431
0.488	1	0	1	-67.3431
0.488929	1	2	1	-66.5642
0.488929	1	0	1	-67.3431
0.491929	1	2	1	-66.5642
0.491929	1	0	1	-67.3431
0.492	1	0	1	-67.3431
0.492929	1	2	1	-66.5642
0.492929	1	0	1	-67.3431
0.493	1	0	1	-67.3431
0.493929	1	2	1	-66.5642
0.493929	1	0	1	-67.3431
0.496929	1	2	1	-66.5642
0.496929	1	0	1	-67.3431
0.497	1	0	1	-67.3431
0.497929	1	2	1	-66.5642
0.497929	1	0	1	-67.3431
0.498	1	0	1	-67.3431
0.498929	1	2	1	-66.5642
0.498929	1	0	1	-67.3431
0.501929	1	2	1	-66.5642
0.501929	1	0	1	-67.3431
0.502	1	0	1	-67.3431
0.502929	1	2	1	-66.5642
0.502929	1	0	1	-67.3431
0.503	1	0	1	-67.3431
0.503929	1	2	1	-66.5642
0.503929	1	0	1	-67.3431
0.506929	1	2	1	-66.5642
0.506929	1	0	1	-67.3431
0.507	1	0	1	-67.3431
0.507929	1	2	1	-66.5642
0.507929	1	0	1	-67.3431
0.508	1	0	1	-67.3431
0.508929	1	2	1	-66.5642
0.508929	1	0	1	-67.3431
0.511929	1	2	1	-66.5642
0.511929	1	0	1	-67.3431
0.512	1	0	1	-67.3431
0.512929	1	2	1	-66.5642
0.512929	1	0	1	-67.3431
0.513	1	0	1	-67.3431
0.513929	1	2	1	-66.5642
0.513929	1	0	1	-67.3431
0.516929	1	2	1	-66.5642
0.516929	1	0	1	-67.3431
0.517	1	0	1	-67.3431
0.517929	1	2	1	-66.5642
0.517929	1	0	1	-67.3431
0.518	1	0	1	-67.3431
0.518929	1	2	1	-66.5642
0.518929	1	0	1	-67.3431
0.521929	1	2	1	-66.5642
0.521929	1	0	1	-67.3431
0.522	1	0	1	-67.3431
0.522929	1	2	1	-66.5642
0.522929	1	0	1	-67.3431
0.523	1	0	1	-67.3431
0.523929	1	2	1	-66.5642
0.523929	1	0	1	-67.3431
0.526929	1	2	1	-66.5642
0.526929	1	0	1	-67.3431
0.527	1	0	1	-67.3431
0.527929	1	2	1	-66.5642
0.527929	1	0	1	-67.3431
0.528	1	0	1	-67.3431
0.528929	1	2	1	-66.5642
0.528929	1	0	1	-67.3431
0.531929	1	2	1	-66.5642
0.531929	1	0	1	-67.3431
0.532	1	0	1	-67.3431
0.532929	1	2	1	-66.5642
0.532929	1	0	1	-67.3431
0.533	1	0	1	-67.3431
0.533929	1	2	1	-66.5642
0.533929	1	0	1	-67.3431
0.536929	1	2	1	-66.5642
0.536929	1	0	1	-67.3431
0.537	1	0	1	-67.3431
0.537929	1	2	1	-66.5642
0.537929	1	0	1	-67.3431
0.538	1	0	1	-67.3431
0.538929	1	2	1	-66.5642
0.538929	1	0	1	-67.3431
0.541929	1	2	1	-66.5642
0.541929	1	0	1	-67.3431
0.542	1	0	1	-67.3431
0.542929	1	2	1	-66.5642
0.542929	1	0	1	-67.3431
0.543	1	0	1	-67.3431
0.543929	1	2	1	-66.5642
0.543929	1	0	1	-67.3431
0.546929	1	2	1	-66.5642
0.546929	1	0	1	-67.3431
0.547	1	0	1	-67.3431
0.547929	1	2	1	-66.5642
0.547929	1	0	1	-67.3431
0.548	1	0	1	-67.3431
0.548929	1	2	1	-66.5642
0.548929	1	0	1	-67.3431
0.551929	1	2	1	-66.5642
0.551929	1	0	1	-67.3431
0.552	1	0	1	-67.3431
0.552857	1	2	1	-66.5642
0.552929	1	0	1	-67.3431
0.552929	1	2	1	-66.5642
0.553	1	0	1	-67.3431
0.553929	1	2	1	-66.5642
0.553929	1	0	1	-67.3431
0.556929	1	2	1	-66.5642
0.556929	1	0	1	-67.3431
0.557	1	0	1	-67.3431
0.557929	1	2	1	-66.5642
0.557929	1	0	1	-67.3431
0.558	1	0	1	-67.3431
0.558929	1	2	1	-66.5642
0.558929	1	0	1	-67.3431
0.561929	1	2	1	-66.5642
0.561929	1	0	1	-67.3431
0.562	1	0	1	-67.3431
0.562929	1	2	1	-66.5642
0.562929	1	0	1	-67.3431
0.563	1	0	1	-67.3431
0.563929	1	2	1	-66.5642
0.563929	1	0	1	-67.3431
0.566929	1	2	1	-66.5642
0.566929	1	0	1	-67.3431
0.567	1	0	1	-67.3431
0.567929	1	2	1	-66.5642
0.567929	1	0	1	-67.3431
0.568	1	0	1	-67.3431
0.568929	1	2	1	-66.5642
0.568929	1	0	1	-67.3431
0.571929	1	2	1	-66.5642
0.571929	1	0	1	-67.3431
0.572	1	0	1	-67.3431
0.572929	1	2	1	-66.5642
0.572929	1	0	1	-67.3431
0.573	1	0	1	-67.3431
0.573929	1	2	1	-66.5642
0.573929	1	0	1	-67.3431
0.576929	1	2	1	-66.5642
0.576929	1	0	1	-67.3431
0.577	1	0	1	-67.3431
0.577929	1	2	1	-66.5642
0.577929	1	0	1	-67.3431
0.578857	1	0	1	-67.3431
0.578929	1	2	1	-66.5642
0.578929	1	0	1	-67.3431
0.581929	1	2	1	-66.5642
0.581929	1	0	1	-67.3431
0.582	1	0	1	-67.3431
0.582929	1	2	1	-66.5642
0.582929	1	0	1	-67.3431
0.583	1	0	1	-67.3431
0.583929	1	2	1	-66.5642
0.583929	1	0	1	-67.3431
0.586929	1	2	1	-66.5642
0.586929	1	0	1	-67.3431
0.587	1	0	1	-67.3431
0.587929	1	2	1	-66.5642
0.587929	1	0	1	-67.3431
0.588	1	0	1	-67.3431
0.588929	1	2	1	-66.5642
0.588929	1	0	1	-67.3431
0.591929	1	2	1	-66.5642
0.591929	1	0	1	-67.3431
0.592	1	0	1	-67.3431
0.592929	1	2	1	-66.5642
0.592929	1	0	1	-67.3431
0.593	1	0	1	-67.3431
0.593929	1	2	1	-66.5642
0.593929	1	0	1	-67.3431
0.596929	1	2	1	-66.5642
0.596929	1	0	1	-67.3431
0.597	1	0	1	-67.3431
0.597929	1	2	1	-66.5642
0.597929	1	0	1	-67.3431
0.598	1	0	1	-67.3431
0.598929	1	2	1	-66.5642
0.598929	1	0	1	-67.3431
0.601929	1	2	1	-66.5642
0.601929	1	0	1	-67.3431
0.602	1	0	1	-67.3431
0.602929	1	2	1	-66.5642
0.602929	1	0	1	-67.3431
0.603	1	0	1	-67.3431
0.603929	1	2	1	-66.5642
0.603929	1	0	1	-67.3431
0.606929	1	2	1	-66.5642
0.606929	1	0	1	-67.3431
0.607	1	0	1	-67.3431
0.607929	1	2	1	-66.5642
0.607929	1	0	1	-67.3431
0.608	1	0	1	-67.3431
0.608929	1	2	1	-66.5642
0.608929	1	0	1	-67.3431
0.611929	1	2	1	-66.5642
0.611929	1	0	1	-67.3431
0.612	1	0	1	-67.3431
0.612929	1	2	1	-66.5642
0.612929	1	0	1	-67.3431
0.613	1	0	1	-67.3431
0.613929	1	2	1	-66.5642
0.613929	1	0	1	-67.3431
0.616929	1	2	1	-66.5642
0.616929	1	0	1	-67.3431
0.617	1	0	1	-67.3431
0.617929	1	2	1	-66.5642
0.617929	1	0	1	-67.3431
0.618	1	0	1	-67.3431
0.618929	1	2	1	-66.5642
0.618929	1	0	1	-67.3431
0.621929	1	2	1	-66.5642
0.621929	1	0	1	-67.3431
0.622	1	0	1	-67.3431
0.622929	1	2	1	-66.5642
0.622929	1	0	1	-67.3431
0.623	1	0	1	-67.3431
0.623929	1	2	1	-66.5642
0.623929	1	0	1	-67.3431
0.626929	1	2	1	-66.5642
0.626929	1	0	1	-67.3431
0.627	1	0	1	-67.3431
0.627929	1	2	1	-66.5642
0.627929	1	0	1	-67.3431
0.628	1	0	1	-67.3431
0.628929	1	2	1	-66.5642
0.628929	1	0	1	-67.3431
0.631929	1	2	1	-66.5642
0.631929	1	0	1	-67.3431
0.632	1	0	1	-67.3431
0.632929	1	2	1	-66.5642
0.632929	1	0	1	-67.3431
0.633	1	0	1	-67.3431
0.633929	1	2	1	-66.5642
0.633929	1	0	1	-67.3431
0.636929	1	2	1	-66.5642
0.636929	1	0	1	-67.3431
0.637	1	0	1	-67.3431
0.637929	1	2	1	-66.5642
0.637929	1	0	1	-67.3431
0.638	1	0	1	-67.3431
0.638929	1	2	1	-66.5642
0.638929	1	0	1	-67.3431
0.641929	1	2	1	-66.5642
0.641929	1	0	1	-67.3431
0.642	1	0	1	-67.3431
0.642929	1	2	1	-66.5642
0.642929	1	0	1	-67.3431
0.643	1	0	1	-67.3431
0.643929	1	2	1	-66.5642
0.643929	1	0	1	-67.3431
0.646929	1	2	1	-66.5642
0.646929	1	0	1	-67.3431
0.647	1	0	1	-67.3431
0.647929	1	2	1	-66.5642
0.647929	1	0	1	-67.3431
0.648	1	0	1	-67.3431
0.648929	1	2	1	-66.5642
0.648929	1	0	1	-67.3431
0.651929	1	2	1	-66.5642
0.651929	1	0	1	-67.3431
0.652	1	0	1	-67.3431
0.652929	1	2	1	-66.5642
0.652929	1	0	1	-67.3431
0.653	1	0	1	-67.3431
0.653929	1	2	1	-66.5642
0.653929	1	0	1	-67.3431
0.656929	1	2	1	-66.5642
0.656929	1	0	1	-67.3431
0.657	1	0	1	-67.3431
0.657929	1	2	1	-66.5642
0.657929	1	0	1	-67.3431
0.658	1	0	1	-67.3431
0.658857	1	1	1	-67.544
0.658929	1	2	1	-66.5642
0.658929	1	0	1	-67.3431
0.661929	1	2	1	-66.5642
0.661929	1	0	1	-67.3431
0.662	1	0	1	-67.3431
0.662929	1	2	1	-66.5642
0.662929	1	0	1	-67.3431
0.663	1	0	1	-67.3431
0.663929	1	2	1	-66.5642
0.663929	1	0	1	-67.3431
0.666929	1	2	1	-66.5642
0.666929	1	0	1	-67.3431
0.667	1	0	1	-67.3431
0.667929	1	2	1	-66.5642
0.667929	1	0	1	-67.3431
0.668	1	0	1	-67.3431
0.668929	1	2	1	-66.5642
0.668929	1	0	1	-67.3431
0.671929	1	2	1	-66.5642
0.671929	1	0	1	-67.3431
0.672	1	0	1	-67.3431
0.672929	1	2	1	-66.5642
0.672929	1	0	1	-67.3431
0.673	1	0	1	-67.3431
0.673929	1	2	1	-66.5642
0.673929	1	0	1	-67.3431
0.676929	1	2	1	-66.5642
0.676929	1	0	1	-67.3431
0.677	1	0	1	-67.3431
0.677929	1	2	1	-66.5642
0.677929	1	0	1	-67.3431
0.678	1	0	1	-67.3431
0.678929	1	2	1	-66.5642
0.678929	1	0	1	-67.3431
0.681929	1	2	1	-66.5642
0.681929	1	0	1	-67.3431
0.682	1	0	1	-67.3431
0.682929	1	2	1	-66.5642
0.682929	1	0	1	-67.3431
0.683	1	0	1	-67.3431
0.683929	1	2	1	-66.5642
0.683929	1	0	1	-67.3431
0.686929	1	2	1	-66.5642
0.686929	1	0	1	-67.3431
0.687	1	0	1	-67.3431
0.687929	1	2	1	-66.5642
0.687929	1	0	1	-67.3431
0.688	1	0	1	-67.3431
0.688929	1	2	1	-66.5642
0.688929	1	0	1	-67.3431
0.691929	1	2	1	-66.5642
0.691929	1	0	1	-67.3431
0.692	1	0	1	-67.3431
0.692929	1	2	1	-66.5642
0.692929	1	0	1	-67.3431
0.693	1	0	1	-67.3431
0.693929	1	2	1	-66.5642
0.693929	1	0	1	-67.3431
0.696929	1	2	1	-66.5642
0.696929	1	0	1	-67.3431
0.697	1	0	1	-67.3431
0.697929	1	2	1	-66.5642
0.697929	1	0	1	-67.3431
0.698	1	0	1	-67.3431
0.698929	1	2	1	-66.5642
0.698929	1	0	1	-67.3431
0.701929	1	2	1	-66.5642
0.701929	1	0	1	-67.3431
0.702	1	0	1	-67.3431
0.702929	1	2	1	-66.5642
0.702929	1	0	1	-67.3431
0.703	1	0	1	-67.3431
0.703929	1	2	1	-66.5642
0.703929	1	0	1	-67.3431
0.706929	1	2	1	-66.5642
0.706929	1	0	1	-67.3431
0.707	1	0	1	-67.3431
0.707929	1	2	1	-66.5642
0.707929	1	0	1	-67.3431
0.708	1	0	1	-67.3431
0.708929	1	2	1	-66.5642
0.708929	1	0	1	-67.3431
0.711929	1	2	1	-66.5642
0.711929	1	0	1	-67.3431
0.712	1	0	1	-67.3431
0.712929	1	2	1	-66.5642
0.712929	1	0	1	-67.3431
0.713	1	0	1	-67.3431
0.713929	1	2	1	-66.5642
0.713929	1	0	1	-67.3431
0.716929	1	2	1	-66.5642
0.716929	1	0	1	-67.3431
0.717	1	0	1	-67.3431
0.717929	1	2	1	-66.5642
0.717929	1	0	1	-67.3431
0.718	1	0	1	-67.3431
0.718929	1	2	1	-66.5642
0.718929	1	0	1	-67.3431
0.721929	1	2	1	-66.5642
0.721929	1	0	1	-67.3431
0.722	1	0	1	-67.3431
0.722929	1	2	1	-66.5642
0.722929	1	0	1	-67.3431
0.723	1	0	1	-67.3431
0.723929	1	2	1	-66.5642
0.723929	1	0	1	-67.3431
0.726929	1	2	1	-66.5642
0.726929	1	0	1	-67.3431
0.727	1	0	1	-67.3431
0.727929	1	2	1	-66.5642
0.727929	1	0	1	-67.3431
0.728	1	0	1	-67.3431
0.728929	1	2	1	-66.5642
0.728929	1	0	1	-67.3431
0.731929	1	2	1	-66.5642
0.731929	1	0	1	-67.3431
0.732	1	0	1	-67.3431
0.732929	1	2	1	-66.5642
0.732929	1	0	1	-67.3431
0.733	1	0	1	-67.3431
0.733929	1	2	1	-66.5642
0.733929	1	0	1	-67.3431
0.736929	1	2	1	-66.5642
0.736929	1	0	1	-67.3431
0.737	1	0	1	-67.3431
0.737929	1	2	1	-66.5642
0.737929	1	0	1	-67.3431
0.738	1	0	1	-67.3431
0.738929	1	2	1	-66.5642
0.738929	1	0	1	-67.3431
0.741929	1	2	1	-66.5642
0.741929	1	0	1	-67.3431
0.742	1	0	1	-67.3431
0.742929	1	2	1	-66.5642
0.742929	1	0	1	-67.3431
0.743	1	0	1	-67.3431
0.743929	1	2	1	-66.5642
0.743929	1	0	1	-67.3431
0.746929	1	2	1	-66.5642
0.746929	1	0	1	-67.3431
0.747	1	0	1	-67.3431
0.747929	1	2	1	-66.5642
0.747929	1	0	1	-67.3431
0.748	1	0	1	-67.3431
0.748929	1	2	1	-66.5642
0.748929	1	0	1	-67.3431
0.751929	1	2	1	-66.5642
0.751929	1	0	1	-67.3431
0.752	1	0	1	-67.3431
0.752857	1	2	1	-66.5642
0.752929	1	0	1	-67.3431
0.752929	1	2	1	-66.5642
0.753	1	0	1	-67.3431
0.753929	1	2	1	-66.5642
0.753929	1	0	1	-67.3431
0.756929	1	2	1	-66.5642
0.756929	1	0	1	-67.3431
0.757	1	0	1	-67.3431
0.757929	1	2	1	-66.5642
0.757929	1	0	1	-67.3431
0.758	1	0	1	-67.3431
0.758929	1	2	1	-66.5642
0.758929	1	0	1	-67.3431
0.761929	1	2	1	-66.5642
0.761929	1	0	1	-67.3431
0.762	1	0	1	-67.3431
0.762929	1	2	1	-66.5642
0.762929	1	0	1	-67.3431
0.763	1	0	1	-67.3431
0.763929	1	2	1	-66.5642
0.763929	1	0	1	-67.3431
0.766929	1	2	1	-66.5642
0.766929	1	0	1	-67.3431
0.767	1	0	1	-67.3431
0.767929	1	2	1	-66.5642
0.767929	1	0	1	-67.3431
0.768	1	0	1	-67.3431
0.768929	1	2	1	-66.5642
0.768929	1	0	1	-67.3431
0.771929	1	2	1	-66.5642
0.771929	1	0	1	-67.3431
0.772	1	0	1	-67.3431
0.772929	1	2	1	-66.5642
0.772929	1	0	1	-67.3431
0.773	1	0	1	-67.3431
0.773929	1	2	1	-66.5642
0.773929	1	0	1	-67.3431
0.776929	1	2	1	-66.5642
0.776929	1	0	1	-67.3431
0.777	1	0	1	-67.3431
0.777929	1	2	1	-66.5642
0.777929	1	0	1	-67.3431
0.778857	1	0	1	-67.3431
0.778929	1	2	1	-66.5642
0.778929	1	0	1	-67.3431
0.781929	1	2	1	-66.5642
0.781929	1	0	1	-67.3431
0.782	1	0	1	-67.3431
0.782929	1	2	1	-66.5642
0.782929	1	0	1	-67.3431
0.783	1	0	1	-67.3431
0.783929	1	2	1	-66.5642
0.783929	1	0	1	-67.3431
0.786929	1	2	1	-66.5642
0.786929	1	0	1	-67.3431
0.787	1	0	1	-67.3431
0.787929	1	2	1	-66.5642
0.787929	1	0	1	-67.3431
0.788	1	0	1	-67.3431
0.788929	1	2	1	-66.5642
0.788929	1	0	1	-67.3431
0.791929	1	2	1	-66.5642
0.791929	1	0	1	-67.3431
0.792	1	0	1	-67.3431
0.792929	1	2	1	-66.5642
0.792929	1	0	1	-67.3431
0.793	1	0	1	-67.3431
0.793929	1	2	1	-66.5642
0.793929	1	0	1	-67.3431
0.796929	1	2	1	-66.5642
0.796929	1	0	1	-67.3431
0.797	1	0	1	-67.3431
0.797929	1	2	1	-66.5642
0.797929	1	0	1	-67.3431
0.798	1	0	1	-67.3431
0.798929	1	2	1	-66.5642
0.798929	1	0	1	-67.3431
0.801929	1	2	1	-66.5642
0.801929	1	0	1	-67.3431
0.802	1	0	1	-67.3431
0.802929	1	2	1	-66.5642
0.802929	1	0	1	-67.3431
0.803	1	0	1	-67.3431
0.803929	1	2	1	-66.5642
0.803929	1	0	1	-67.3431
0.806929	1	2	1	-66.5642
0.806929	1	0	1	-67.3431
0.807	1	0	1	-67.3431
0.807929	1	2	1	-66.5642
0.807929	1	0	1	-67.3431
0.808	1	0	1	-67.3431
0.808929	1	2	1	-66.5642
0.808929	1	0	1	-67.3431
0.811929	1	2	1	-66.5642
0.811929	1	0	1	-67.3431
0.812	1	0	1	-67.3431
0.812929	1	2	1	-66.5642
0.812929	1	0	1	-67.3431
0.813	1	0	1	-67.3431
0.813929	1	2	1	-66.5642
0.813929	1	0	1	-67.3431
0.816929	1	2	1	-66.5642
0.816929	1	0	1	-67.3431
0.817	1	0	1	-67.3431
0.817929	1	2	1	-66.5642
0.817929	1	0	1	-67.3431
0.818	1	0	1	-67.3431
0.818929	1	2	1	-66.5642
0.818929	1	0	1	-67.3431
0.821929	1	2	1	-66.5642
0.821929	1	0	1	-67.3431
0.822	1	0	1	-67.3431
0.822929	1	2	1	-66.5642
0.822929	1	0	1	-67.3431
0.823	1	0	1	-67.3431
0.823929	1	2	1	-66.5642
0.823929	1	0	1	-67.3431
0.826929	1	2	1	-66.5642
0.826929	1	0	1	-67.3431
0.827	1	0	1	-67.3431
0.827929	1	2	1	-66.5642
0.827929	1	0	1	-67.3431
0.828	1	0	1	-67.3431
0.828929	1	2	1	-66.5642
0.828929	1	0	1	-67.3431
0.831929	1	2	1	-66.5642
0.831929	1	0	1	-67.3431
0.832	1	0	1	-67.3431
0.832929	1	2	1	-66.5642
0.832929	1	0	1	-67.3431
0.833	1	0	1	-67.3431
0.833929	1	2	1	-66.5642
0.833929	1	0	1	-67.3431
0.836929	1	2	1	-66.5642
0.836929	1	0	1	-67.3431
0.837	1	0	1	-67.3431
0.837929	1	2	1	-66.5642
0.837929	1	0	1	-67.3431
0.838	1	0	1	-67.3431
0.838929	1	2	1	-66.5642
0.838929	1	0	1	-67.3431
0.841929	1	2	1	-66.5642
0.841929	1	0	1	-67.3431
0.842	1	0	1	-67.3431
0.842929	1	2	1	-66.5642
0.842929	1	0	1	-67.3431
0.843	1	0	1	-67.3431
0.843929	1	2	1	-66.5642
0.843929	1	0	1	-67.3431
0.846929	1	2	1	-66.5642
0.846929	1	0	1	-67.3431
0.847	1	0	1	-67.3431
0.847929	1	2	1	-66.5642
0.847929	1	0	1	-67.3431
0.848	1	0	1	-67.3431
0.848929	1	2	1	-66.5642
0.848929	1	0	1	-67.3431
0.851929	1	2	1	-66.5642
0.851929	1	0	1	-67.3431
0.852	1	0	1	-67.3431
0.852929	1	2	1	-66.5642
0.852929	1	0	1	-67.3431
0.853	1	0	1	-67.3431
0.853929	1	2	1	-66.5642
0.853929	1	0	1	-67.3431
0.856929	1	2	1	-66.5642
0.856929	1	0	1	-67.3431
0.857	1	0	1	-67.3431
0.857929	1	2	1	-66.5642
0.857929	1	0	1	-67.3431
0.858	1	0	1	-67.3431
0.858857	1	1	1	-67.544
0.858929	1	2	1	-66.5642
0.858929	1	0	1	-67.3431
0.861929	1	2	1	-66.5642
0.861929	1	0	1	-67.3431
0.862	1	0	1	-67.3431
0.862929	1	2	1	-66.5642
0.862929	1	0	1	-67.3431
0.863	1	0	1	-67.3431
0.863929	1	2	1	-66.5642
0.863929	1	0	1	-67.3431
0.866929	1	2	1	-66.5642
0.866929	1	0	1	-67.3431
0.867	1	0	1	-67.3431
0.867929	1	2	1	-66.5642
0.867929	1	0	1	-67.3431
0.868	1	0	1	-67.3431
0.868929	1	2	1	-66.5642
0.868929	1	0	1	-67.3431
0.871929	1	2	1	-66.5642
0.871929	1	0	1	-67.3431
0.872	1	0	1	-67.3431
0.872929	1	2	1	-66.5642
0.872929	1	0	1	-67.3431
0.873	1	0	1	-67.3431
0.873929	1	2	1	-66.5642
0.873929	1	0	1	-67.3431
0.876929	1	2	1	-66.5642
0.876929	1	0	1	-67.3431
0.877	1	0	1	-67.3431
0.877929	1	2	1	-66.5642
0.877929	1	0	1	-67.3431
0.878	1	0	1	-67.3431
0.878929	1	2	1	-66.5642
0.878929	1	0	1	-67.3431
0.881929	1	2	1	-66.5642
0.881929	1	0	1	-67.3431
0.882	1	0	1	-67.3431
0.882929	1	2	1	-66.5642
0.882929	1	0	1	-67.3431
0.883	1	0	1	-67.3431
0.883929	1	2	1	-66.5642
0.883929	1	0	1	-67.3431
0.886929	1	2	1	-66.5642
0.886929	1	0	1	-67.3431
0.887	1	0	1	-67.3431
0.887929	1	2	1	-66.5642
0.887929	1	0	1	-67.3431
0.888	1	0	1	-67.3431
0.888929	1	2	1	-66.5642
0.888929	1	0	1	-67.3431
0.891929	1	2	1	-66.5642
0.891929	1	0	1	-67.3431
0.892	1	0	1	-67.3431
0.892929	1	2	1	-66.5642
0.892929	1	0	1	-67.3431
0.893	1	0	1	-67.3431
0.893929	1	2	1	-66.5642
0.893929	1	0	1	-67.3431
0.896929	1	2	1	-66.5642
0.896929	1	0	1	-67.3431
0.897	1	0	1	-67.3431
0.897929	1	2	1	-66.5642
0.897929	1	0	1	-67.3431
0.898	1	0	1	-67.3431
0.898929	1	2	1	-66.5642
0.898929	1	0	1	-67.3431
0.901929	1	2	1	-66.5642
0.901929	1	0	1	-67.3431
0.902	1	0	1	-67.3431
0.902929	1	2	1	-66.5642
0.902929	1	0	1	-67.3431
0.903	1	0	1	-67.3431
0.903929	1	2	1	-66.5642
0.903929	1	0	1	-67.3431
0.906929	1	2	1	-66.5642
0.906929	1	0	1	-67.3431
0.907	1	0	1	-67.3431
0.907929	1	2	1	-66.5642
0.907929	1	0	1	-67.3431
0.908	1	0	1	-67.3431
0.908929	1	2	1	-66.5642
0.908929	1	0	1	-67.3431
0.911929	1	2	1	-66.5642
0.911929	1	0	1	-67.3431
0.912	1	0	1	-67.3431
0.912929	1	2	1	-66.5642
0.912929	1	0	1	-67.3431
0.913	1	0	1	-67.3431
0.913929	1	2	1	-66.5642
0.913929	1	0	1	-67.3431
0.916929	1	2	1	-66.5642
0.916929	1	0	1	-67.3431
0.917	1	0	1	-67.3431
