time(s)	cellId	rnti	lcid	packetSize
0.934	2	2	4	1282
0.934	2	1	4	1282
0.935	2	2	4	1282
0.935	2	1	4	1282
0.936	2	2	4	1282
0.936	2	1	4	1282
0.937	2	2	4	1282
0.937	2	1	4	1282
0.938	2	2	4	1282
0.938	2	1	4	1282
0.939	2	2	4	1282
0.939	2	1	4	1282
0.94	2	2	4	1282
0.94	2	1	4	1282
0.941	2	2	4	1282
0.941	2	1	4	1282
0.942	2	2	4	1282
0.942	2	1	4	1282
0.943	2	2	4	1282
0.943	2	1	4	1282
0.944	2	2	4	1282
0.944	2	1	4	1282
0.945	2	2	4	1282
0.945	2	1	4	1282
0.946	2	2	4	1282
0.946	2	1	4	1282
0.947	2	2	4	1282
0.947	2	1	4	1282
0.948	2	2	4	1282
0.948	2	1	4	1282
0.949	2	2	4	1282
0.949	2	1	4	1282
0.95	2	2	4	1282
0.95	2	1	4	1282
0.951	2	2	4	1282
0.951	2	1	4	1282
0.952	2	2	4	1282
0.952	2	1	4	1282
0.953	2	2	4	1282
0.953	2	1	4	1282
0.954	2	2	4	1282
0.954	2	1	4	1282
0.955	2	2	4	1282
0.955	2	1	4	1282
0.956	2	2	4	1282
0.956	2	1	4	1282
0.957	2	2	4	1282
0.957	2	1	4	1282
0.958	2	2	4	1282
0.958	2	1	4	1282
0.959	2	2	4	1282
0.959	2	1	4	1282
0.96	2	2	4	1282
0.96	2	1	4	1282
0.961	2	2	4	1282
0.961	2	1	4	1282
0.962	2	2	4	1282
0.962	2	1	4	1282
0.963	2	2	4	1282
0.963	2	1	4	1282
0.964	2	2	4	1282
0.964	2	1	4	1282
0.965	2	2	4	1282
0.965	2	1	4	1282
0.966	2	2	4	1282
0.966	2	1	4	1282
0.967	2	2	4	1282
0.967	2	1	4	1282
0.968	2	2	4	1282
0.968	2	1	4	1282
0.969	2	2	4	1282
0.969	2	1	4	1282
0.97	2	2	4	1282
0.97	2	1	4	1282
0.971	2	2	4	1282
0.971	2	1	4	1282
0.972	2	2	4	1282
0.972	2	1	4	1282
0.973	2	2	4	1282
0.973	2	1	4	1282
0.974	2	2	4	1282
0.974	2	1	4	1282
0.975	2	2	4	1282
0.975	2	1	4	1282
0.976	2	2	4	1282
0.976	2	1	4	1282
0.977	2	2	4	1282
0.977	2	1	4	1282
0.978	2	2	4	1282
0.978	2	1	4	1282
0.979	2	2	4	1282
0.979	2	1	4	1282
0.98	2	2	4	1282
0.98	2	1	4	1282
0.981	2	2	4	1282
0.981	2	1	4	1282
0.982	2	2	4	1282
0.982	2	1	4	1282
0.983	2	2	4	1282
0.983	2	1	4	1282
0.984	2	2	4	1282
0.984	2	1	4	1282
0.985	2	2	4	1282
0.985	2	1	4	1282
0.986	2	2	4	1282
0.986	2	1	4	1282
0.987	2	2	4	1282
0.987	2	1	4	1282
0.988	2	2	4	1282
0.988	2	1	4	1282
0.989	2	2	4	1282
0.989	2	1	4	1282
0.99	2	2	4	1282
0.99	2	1	4	1282
0.991	2	2	4	1282
0.991	2	1	4	1282
0.992	2	2	4	1282
0.992	2	1	4	1282
0.993	2	2	4	1282
0.993	2	1	4	1282
0.994	2	2	4	1282
0.994	2	1	4	1282
0.995	2	2	4	1282
0.995	2	1	4	1282
0.996	2	2	4	1282
0.996	2	1	4	1282
0.997	2	2	4	1282
0.997	2	1	4	1282
0.998	2	2	4	1282
0.998	2	1	4	1282
0.999	2	2	4	1282
0.999	2	1	4	1282
