time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.8511	2	1	5	8934	0.00309999
0.852029	2	1	4	8247	0.00302856
0.852029	2	1	5	8247	0.00302856
0.8551	2	1	4	8934	0.00309999
0.8551	2	1	5	8934	0.00309999
0.8561	2	1	4	8934	0.00309999
0.8561	2	1	5	8934	0.00309999
0.857029	2	1	4	8247	0.00302856
0.857029	2	1	5	8247	0.00302856
0.8601	2	1	4	8934	0.00309999
0.8601	2	1	5	8934	0.00309999
0.8611	2	1	4	8934	0.00309999
0.8611	2	1	5	8934	0.00309999
0.862029	2	1	4	8247	0.00302856
0.862029	2	1	5	8247	0.00302856
0.8651	2	1	4	8934	0.00309999
0.8651	2	1	5	8934	0.00309999
0.8661	2	1	4	8934	0.00309999
0.8661	2	1	5	8934	0.00309999
0.867029	2	1	4	8247	0.00302856
0.867029	2	1	5	8247	0.00302856
0.8701	2	1	4	8934	0.00309999
0.8701	2	1	5	8934	0.00309999
0.8711	2	1	4	8934	0.00309999
0.8711	2	1	5	8934	0.00309999
0.872029	2	1	4	8247	0.00302856
0.872029	2	1	5	8247	0.00302856
0.8751	2	1	4	8934	0.00309999
0.8751	2	1	5	8934	0.00309999
0.8761	2	1	4	8934	0.00309999
0.8761	2	1	5	8934	0.00309999
0.877029	2	1	4	8247	0.00302856
0.877029	2	1	5	8247	0.00302856
0.8801	2	1	4	8934	0.00309999
0.8801	2	1	5	8934	0.00309999
0.8811	2	1	4	8934	0.00309999
0.8811	2	1	5	8934	0.00309999
0.882029	2	1	4	8247	0.00302856
0.882029	2	1	5	8247	0.00302856
0.8851	2	1	4	8934	0.00309999
0.8851	2	1	5	8934	0.00309999
0.8861	2	1	4	8934	0.00309999
0.8861	2	1	5	8934	0.00309999
0.887029	2	1	4	8247	0.00302856
0.887029	2	1	5	8247	0.00302856
0.8901	2	1	4	8934	0.00309999
0.8901	2	1	5	8934	0.00309999
0.8911	2	1	4	8934	0.00309999
0.8911	2	1	5	8934	0.00309999
0.892029	2	1	4	8247	0.00302856
0.892029	2	1	5	8247	0.00302856
0.8951	2	1	4	8934	0.00309999
0.8951	2	1	5	8934	0.00309999
0.8961	2	1	4	8934	0.00309999
0.8961	2	1	5	8934	0.00309999
0.897029	2	1	4	8247	0.00302856
0.897029	2	1	5	8247	0.00302856
0.9001	2	1	4	8934	0.00309999
0.9001	2	1	5	8934	0.00309999
0.9011	2	1	4	8934	0.00309999
0.9011	2	1	5	8934	0.00309999
0.902029	2	1	4	8247	0.00302856
0.902029	2	1	5	8247	0.00302856
0.9051	2	1	4	8934	0.00309999
0.9051	2	1	5	8934	0.00309999
0.9061	2	1	4	8934	0.00309999
0.9061	2	1	5	8934	0.00309999
0.907029	2	1	4	8247	0.00302856
0.907029	2	1	5	8247	0.00302856
0.9101	2	1	4	8934	0.00309999
0.9101	2	1	5	8934	0.00309999
0.9111	2	1	4	8934	0.00309999
0.9111	2	1	5	8934	0.00309999
0.912029	2	1	4	8247	0.00302856
0.912029	2	1	5	8247	0.00302856
0.9151	2	1	4	8934	0.00309999
0.9151	2	1	5	8934	0.00309999
0.9161	2	1	4	8934	0.00309999
0.9161	2	1	5	8934	0.00309999
0.917029	2	1	4	8247	0.00302856
0.917029	2	1	5	8247	0.00302856
0.9201	2	1	4	8934	0.00309999
0.9201	2	1	5	8934	0.00309999
0.9211	2	1	4	8934	0.00309999
0.9211	2	1	5	8934	0.00309999
0.922029	2	1	4	8247	0.00302856
0.922029	2	1	5	8247	0.00302856
0.9251	2	1	4	8934	0.00309999
0.9251	2	1	5	8934	0.00309999
0.9261	2	1	4	8934	0.00309999
0.9261	2	1	5	8934	0.00309999
0.927029	2	1	4	8247	0.00302856
0.927029	2	1	5	8247	0.00302856
0.9301	2	1	4	8934	0.00309999
0.9301	2	1	5	8934	0.00309999
0.9311	2	1	4	8934	0.00309999
0.9311	2	1	5	8934	0.00309999
0.932029	2	1	4	8247	0.00302856
0.932029	2	1	5	8247	0.00302856
0.9351	2	1	4	8934	0.00309999
0.9351	2	1	5	8934	0.00309999
0.9361	2	1	4	8934	0.00309999
0.9361	2	1	5	8934	0.00309999
0.937029	2	1	4	8247	0.00302856
0.937029	2	1	5	8247	0.00302856
0.9401	2	1	4	8934	0.00309999
0.9401	2	1	5	8934	0.00309999
0.9411	2	1	4	8934	0.00309999
0.9411	2	1	5	8934	0.00309999
0.942029	2	1	4	8247	0.00302856
0.942029	2	1	5	8247	0.00302856
0.9451	2	1	4	8934	0.00309999
0.9451	2	1	5	8934	0.00309999
0.9461	2	1	4	8934	0.00309999
0.9461	2	1	5	8934	0.00309999
0.947029	2	1	4	8247	0.00302856
0.947029	2	1	5	8247	0.00302856
0.9501	2	1	4	8934	0.00309999
0.9501	2	1	5	8934	0.00309999
0.9511	2	1	4	8934	0.00309999
0.9511	2	1	5	8934	0.00309999
0.952029	2	1	4	8247	0.00302856
0.952029	2	1	5	8247	0.00302856
0.9551	2	1	4	8934	0.00309999
0.9551	2	1	5	8934	0.00309999
0.9561	2	1	4	8934	0.00309999
0.9561	2	1	5	8934	0.00309999
0.957029	2	1	4	8247	0.00302856
0.957029	2	1	5	8247	0.00302856
0.9601	2	1	4	8934	0.00309999
0.9601	2	1	5	8934	0.00309999
0.9611	2	1	4	8934	0.00309999
0.9611	2	1	5	8934	0.00309999
0.962029	2	1	4	8247	0.00302856
0.962029	2	1	5	8247	0.00302856
0.9651	2	1	4	8934	0.00309999
0.9651	2	1	5	8934	0.00309999
0.9661	2	1	4	8934	0.00309999
0.9661	2	1	5	8934	0.00309999
0.967029	2	1	4	8247	0.00302856
0.967029	2	1	5	8247	0.00302856
0.9701	2	1	4	8934	0.00309999
0.9701	2	1	5	8934	0.00309999
0.9711	2	1	4	8934	0.00309999
0.9711	2	1	5	8934	0.00309999
0.972029	2	1	4	8247	0.00302856
0.972029	2	1	5	8247	0.00302856
0.9751	2	1	4	8934	0.00309999
0.9751	2	1	5	8934	0.00309999
0.9761	2	1	4	8934	0.00309999
0.9761	2	1	5	8934	0.00309999
0.977029	2	1	4	8247	0.00302856
0.977029	2	1	5	8247	0.00302856
0.9801	2	1	4	8934	0.00309999
0.9801	2	1	5	8934	0.00309999
0.9811	2	1	4	8934	0.00309999
0.9811	2	1	5	8934	0.00309999
0.982029	2	1	4	8247	0.00302856
0.982029	2	1	5	8247	0.00302856
0.9851	2	1	4	8934	0.00309999
0.9851	2	1	5	8934	0.00309999
0.9861	2	1	4	8934	0.00309999
