Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	corrupt	TBler
0.623429	UL	62	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.623429	UL	62	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.623929	UL	62	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.623929	UL	62	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.627429	UL	62	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.627429	UL	62	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.627929	UL	62	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.627929	UL	62	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.628429	UL	62	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.628429	UL	62	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.628929	UL	62	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.628929	UL	62	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.632429	UL	63	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.632429	UL	63	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.632929	UL	63	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.632929	UL	63	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.633429	UL	63	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.633429	UL	63	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.633929	UL	63	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.633929	UL	63	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.637429	UL	63	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.637429	UL	63	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.637929	UL	63	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.637929	UL	63	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.638429	UL	63	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.638429	UL	63	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.638929	UL	63	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.638929	UL	63	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.642429	UL	64	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.642429	UL	64	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.642929	UL	64	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.642929	UL	64	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.643429	UL	64	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.643429	UL	64	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.643929	UL	64	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.643929	UL	64	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.647429	UL	64	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.647429	UL	64	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.647929	UL	64	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.647929	UL	64	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.648429	UL	64	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.648429	UL	64	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.648929	UL	64	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.648929	UL	64	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.652429	UL	65	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.652429	UL	65	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.652929	UL	65	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.652929	UL	65	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.653429	UL	65	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.653429	UL	65	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.653929	UL	65	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.653929	UL	65	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.657429	UL	65	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.657429	UL	65	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.657929	UL	65	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.657929	UL	65	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.658429	UL	65	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.658429	UL	65	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.658929	UL	65	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.658929	UL	65	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.662429	UL	66	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.662429	UL	66	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.662929	UL	66	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.662929	UL	66	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.663429	UL	66	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.663429	UL	66	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.663929	UL	66	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.663929	UL	66	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.667429	UL	66	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.667429	UL	66	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.667929	UL	66	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.667929	UL	66	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.668429	UL	66	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.668429	UL	66	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.668929	UL	66	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.668929	UL	66	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.672429	UL	67	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.672429	UL	67	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.672929	UL	67	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.672929	UL	67	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.673429	UL	67	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.673429	UL	67	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.673929	UL	67	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.673929	UL	67	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.677429	UL	67	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.677429	UL	67	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.677929	UL	67	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.677929	UL	67	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.678429	UL	67	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.678429	UL	67	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.678929	UL	67	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.678929	UL	67	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.682429	UL	68	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.682429	UL	68	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.682929	UL	68	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.682929	UL	68	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.683429	UL	68	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.683429	UL	68	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.683929	UL	68	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.683929	UL	68	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.687429	UL	68	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.687429	UL	68	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.687929	UL	68	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.687929	UL	68	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.688429	UL	68	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.688429	UL	68	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.688929	UL	68	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.688929	UL	68	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.692429	UL	69	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.692429	UL	69	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.692929	UL	69	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.692929	UL	69	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.693429	UL	69	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.693429	UL	69	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.693929	UL	69	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.693929	UL	69	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.697429	UL	69	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.697429	UL	69	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.697929	UL	69	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.697929	UL	69	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.698429	UL	69	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.698429	UL	69	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.698929	UL	69	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.698929	UL	69	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.702429	UL	70	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.702429	UL	70	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.702929	UL	70	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.702929	UL	70	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.703429	UL	70	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.703429	UL	70	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.703929	UL	70	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.703929	UL	70	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.707429	UL	70	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.707429	UL	70	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.707929	UL	70	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.707929	UL	70	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.708429	UL	70	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.708429	UL	70	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.708929	UL	70	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.708929	UL	70	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.712429	UL	71	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.712429	UL	71	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.712929	UL	71	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.712929	UL	71	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.713857	UL	71	3	0	0	12	1	01	4809	28	1	0	68.7356	0	0	
0.713857	UL	71	3	0	0	12	1	01	4809	28	1	0	68.7356	0	0	
0.717857	UL	71	7	0	0	12	1	02	4809	28	1	0	67.7048	0	0	
0.717857	UL	71	7	0	0	12	1	02	4809	28	1	0	67.7048	0	0	
0.718429	UL	71	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.718429	UL	71	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.718929	UL	71	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.718929	UL	71	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.722429	UL	72	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.722429	UL	72	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.722929	UL	72	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.722929	UL	72	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.723429	UL	72	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.723429	UL	72	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.723929	UL	72	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.723929	UL	72	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.727429	UL	72	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.727429	UL	72	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.727929	UL	72	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.727929	UL	72	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.728429	UL	72	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.728429	UL	72	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.728929	UL	72	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.728929	UL	72	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.732429	UL	73	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.732429	UL	73	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.732929	UL	73	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.732929	UL	73	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.733429	UL	73	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.733429	UL	73	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.733929	UL	73	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.733929	UL	73	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.737429	UL	73	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.737429	UL	73	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.737929	UL	73	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.737929	UL	73	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.738429	UL	73	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.738429	UL	73	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.738929	UL	73	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.738929	UL	73	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.742429	UL	74	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.742429	UL	74	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.742929	UL	74	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.742929	UL	74	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.743429	UL	74	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.743429	UL	74	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.743929	UL	74	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.743929	UL	74	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.747429	UL	74	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.747429	UL	74	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.747929	UL	74	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.747929	UL	74	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.748429	UL	74	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.748429	UL	74	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.748929	UL	74	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.748929	UL	74	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.752429	UL	75	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.752429	UL	75	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.752929	UL	75	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.752929	UL	75	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.753429	UL	75	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.753429	UL	75	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.753929	UL	75	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.753929	UL	75	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.757429	UL	75	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.757429	UL	75	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.757929	UL	75	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.757929	UL	75	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.758429	UL	75	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.758429	UL	75	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.758929	UL	75	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.758929	UL	75	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.762429	UL	76	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.762429	UL	76	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.762929	UL	76	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.762929	UL	76	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.763429	UL	76	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.763429	UL	76	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.763929	UL	76	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.763929	UL	76	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.767429	UL	76	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.767429	UL	76	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.767929	UL	76	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.767929	UL	76	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.768429	UL	76	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.768429	UL	76	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.768929	UL	76	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.768929	UL	76	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.772429	UL	77	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.772429	UL	77	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.772929	UL	77	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.772929	UL	77	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.773429	UL	77	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.773429	UL	77	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.773929	UL	77	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.773929	UL	77	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.777429	UL	77	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.777429	UL	77	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.777929	UL	77	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.777929	UL	77	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.778429	UL	77	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.778429	UL	77	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.778929	UL	77	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.778929	UL	77	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.782429	UL	78	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.782429	UL	78	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.782929	UL	78	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.782929	UL	78	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.783429	UL	78	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.783429	UL	78	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.783929	UL	78	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.783929	UL	78	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.787429	UL	78	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.787429	UL	78	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.787929	UL	78	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.787929	UL	78	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.788429	UL	78	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.788429	UL	78	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.788929	UL	78	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.788929	UL	78	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.792429	UL	79	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.792429	UL	79	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.792929	UL	79	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.792929	UL	79	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.793429	UL	79	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.793429	UL	79	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.793929	UL	79	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.793929	UL	79	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.797429	UL	79	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.797429	UL	79	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.797929	UL	79	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.797929	UL	79	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.798429	UL	79	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.798429	UL	79	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.798929	UL	79	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.798929	UL	79	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.802429	UL	80	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.802429	UL	80	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.802929	UL	80	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.802929	UL	80	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.803429	UL	80	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.803429	UL	80	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.803929	UL	80	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.803929	UL	80	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.807429	UL	80	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.807429	UL	80	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.807929	UL	80	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.807929	UL	80	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.808429	UL	80	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.808429	UL	80	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.808929	UL	80	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.808929	UL	80	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.812429	UL	81	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.812429	UL	81	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.812929	UL	81	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.812929	UL	81	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.813429	UL	81	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.813429	UL	81	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.813929	UL	81	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.813929	UL	81	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.817429	UL	81	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.817429	UL	81	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.817929	UL	81	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.817929	UL	81	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.818429	UL	81	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.818429	UL	81	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.818929	UL	81	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.818929	UL	81	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.822429	UL	82	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.822429	UL	82	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.822929	UL	82	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.822929	UL	82	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.823429	UL	82	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.823429	UL	82	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.823929	UL	82	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.823929	UL	82	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.827429	UL	82	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.827429	UL	82	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.827929	UL	82	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.827929	UL	82	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.828429	UL	82	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.828429	UL	82	8	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.828929	UL	82	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.828929	UL	82	8	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.832429	UL	83	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.832429	UL	83	2	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.832929	UL	83	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.832929	UL	83	2	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.833429	UL	83	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.833429	UL	83	3	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.833929	UL	83	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.833929	UL	83	3	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
0.837429	UL	83	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.837429	UL	83	7	0	0	6	1	01	2404	28	1	0	68.7356	0	0	
0.837929	UL	83	7	0	6	7	1	02	2806	28	1	0	67.7048	0	0	
