time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.777529	2	1	4	1282	0.104529
0.778029	2	2	4	1282	0.0660286
0.778029	2	2	4	1282	0.0650286
0.778529	2	1	4	1282	0.104529
0.778529	2	1	4	1282	0.103529
0.779029	2	2	4	1282	0.0650286
0.779029	2	2	4	1282	0.0640286
0.782529	2	1	4	1282	0.106529
0.782529	2	1	4	1282	0.105529
0.783029	2	2	4	1282	0.0670286
0.783029	2	2	4	1282	0.0660286
0.783029	2	2	4	1282	0.0650286
0.783529	2	1	4	1282	0.105529
0.783529	2	1	4	1282	0.104529
0.784029	2	2	4	1282	0.0650286
0.784029	2	2	4	1282	0.0640286
0.787529	2	1	4	1282	0.107529
0.788029	2	2	4	1282	0.0670286
0.788029	2	2	4	1282	0.0660286
0.788529	2	1	4	1282	0.107529
0.788529	2	1	4	1282	0.106529
0.789029	2	2	4	1282	0.0660286
0.789029	2	2	4	1282	0.0650286
0.792529	2	1	4	1282	0.109529
0.792529	2	1	4	1282	0.108529
0.793029	2	2	4	1282	0.0680286
0.793029	2	2	4	1282	0.0670286
0.793529	2	1	4	1282	0.108529
0.793529	2	1	4	1282	0.107529
0.794029	2	2	4	1282	0.0670286
0.794029	2	2	4	1282	0.0660286
0.797529	2	1	4	1282	0.110529
0.797529	2	1	4	1282	0.109529
0.798029	2	2	4	1282	0.0690286
0.798029	2	2	4	1282	0.0680286
0.798029	2	2	4	1282	0.0670286
0.798529	2	1	4	1282	0.109529
0.798529	2	1	4	1282	0.108529
0.799029	2	2	4	1282	0.0670286
0.799029	2	2	4	1282	0.0660286
0.802529	2	1	4	1282	0.111529
0.802529	2	1	4	1282	0.110529
0.803029	2	2	4	1282	0.0690286
0.803029	2	2	4	1282	0.0680286
0.803529	2	1	4	1282	0.110529
0.803529	2	1	4	1282	0.109529
0.804029	2	2	4	1282	0.0680286
0.804029	2	2	4	1282	0.0670286
0.807529	2	1	4	1282	0.112529
0.808029	2	2	4	1282	0.0700286
0.808029	2	2	4	1282	0.0690286
0.808529	2	1	4	1282	0.112529
0.808529	2	1	4	1282	0.111529
0.809029	2	2	4	1282	0.0690286
0.809029	2	2	4	1282	0.0680286
0.812529	2	1	4	1282	0.114529
0.812529	2	1	4	1282	0.113529
0.813029	2	2	4	1282	0.0710286
0.813029	2	2	4	1282	0.0700286
0.813029	2	2	4	1282	0.0690286
0.813529	2	1	4	1282	0.113529
0.813529	2	1	4	1282	0.112529
0.814029	2	2	4	1282	0.0690286
0.814029	2	2	4	1282	0.0680286
0.817529	2	1	4	1282	0.115529
0.817529	2	1	4	1282	0.114529
0.818029	2	2	4	1282	0.0710286
0.818029	2	2	4	1282	0.0700286
