Time	CellId	RNTI	BWPId	SINR(dB)
0.606071	2	1	0	13.5599
0.610071	2	1	0	13.5599
0.615071	2	1	0	13.5599
0.620071	2	1	0	13.5599
0.625071	2	1	0	13.5599
0.630071	2	1	0	13.5599
0.635071	2	1	0	13.5599
0.640071	2	1	0	13.5599
0.645071	2	1	0	13.5599
0.650071	2	1	0	13.5599
0.655071	2	1	0	13.5599
0.660071	2	1	0	13.5599
0.665071	2	1	0	13.5599
0.670071	2	1	0	13.5599
0.675071	2	1	0	13.5599
0.680071	2	1	0	13.5599
0.685071	2	1	0	13.5599
0.686071	2	1	0	13.5599
0.690071	2	1	0	13.5599
0.695071	2	1	0	13.5599
0.700071	2	1	0	13.5599
0.705071	2	1	0	13.5599
0.710071	2	1	0	13.5599
0.715071	2	1	0	13.5599
0.720071	2	1	0	13.5599
0.725071	2	1	0	13.5599
0.730071	2	1	0	13.5599
0.735071	2	1	0	13.5599
0.740071	2	1	0	13.5599
0.745071	2	1	0	13.5599
0.750071	2	1	0	13.5599
0.755071	2	1	0	13.5599
0.760071	2	1	0	13.5599
0.765071	2	1	0	13.5599
0.766071	2	1	0	13.5599
0.770071	2	1	0	13.5599
0.775071	2	1	0	13.5599
0.780071	2	1	0	13.5599
0.785071	2	1	0	13.5599
0.790071	2	1	0	13.5599
0.795071	2	1	0	13.5599
0.800071	2	1	0	13.5599
0.805071	2	1	0	13.5599
0.810071	2	1	0	13.5599
0.815071	2	1	0	13.5599
0.820071	2	1	0	13.5599
0.825071	2	1	0	13.5599
0.830071	2	1	0	13.5599
0.835071	2	1	0	13.5599
0.840071	2	1	0	13.5599
0.845071	2	1	0	13.5599
0.846071	2	1	0	13.5599
0.850071	2	1	0	13.5599
0.855071	2	1	0	13.5599
0.860071	2	1	0	13.5599
0.865071	2	1	0	13.5599
0.870071	2	1	0	13.5599
0.875071	2	1	0	13.5599
0.880071	2	1	0	13.5599
0.885071	2	1	0	13.5599
0.890071	2	1	0	13.5599
0.895071	2	1	0	13.5599
0.900071	2	1	0	13.5599
0.905071	2	1	0	13.5599
0.910071	2	1	0	13.5599
0.915071	2	1	0	13.5599
0.920071	2	1	0	13.5599
0.925071	2	1	0	13.5599
0.926071	2	1	0	13.5599
0.930071	2	1	0	13.5599
0.935071	2	1	0	13.5599
0.940071	2	1	0	13.5599
0.945071	2	1	0	13.5599
0.950071	2	1	0	13.5599
0.955071	2	1	0	13.5599
0.960071	2	1	0	13.5599
0.965071	2	1	0	13.5599
0.970071	2	1	0	13.5599
0.975071	2	1	0	13.5599
0.980071	2	1	0	13.5599
0.985071	2	1	0	13.5599
0.990071	2	1	0	13.5599
0.995071	2	1	0	13.5599
