time(s)	cellId	rnti	lcid	packetSize
1.292	2	1	5	8934
1.293	2	1	4	8934
1.293	2	1	5	8934
1.294	2	1	4	8247
1.294	2	1	5	8247
1.297	2	1	4	8934
1.297	2	1	5	8934
1.298	2	1	4	8934
1.298	2	1	5	8934
1.299	2	1	4	8247
1.299	2	1	5	8247
1.302	2	1	4	8934
1.302	2	1	5	8934
1.303	2	1	4	8934
1.303	2	1	5	8934
1.304	2	1	4	8247
1.304	2	1	5	8247
1.307	2	1	4	8934
1.307	2	1	5	8934
1.308	2	1	4	8934
1.308	2	1	5	8934
1.309	2	1	4	8247
1.309	2	1	5	8247
1.312	2	1	4	8934
1.312	2	1	5	8934
1.313	2	1	4	8934
1.313	2	1	5	8934
1.314	2	1	4	8247
1.314	2	1	5	8247
1.317	2	1	4	8934
1.317	2	1	5	8934
1.318	2	1	4	8934
1.318	2	1	5	8934
1.319	2	1	4	8247
1.319	2	1	5	8247
1.322	2	1	4	8934
1.322	2	1	5	8934
1.323	2	1	4	8934
1.323	2	1	5	8934
1.324	2	1	4	8247
1.324	2	1	5	8247
1.327	2	1	4	8934
1.327	2	1	5	8934
1.328	2	1	4	8934
1.328	2	1	5	8934
1.329	2	1	4	8247
1.329	2	1	5	8247
1.332	2	1	4	8934
1.332	2	1	5	8934
1.333	2	1	4	8934
1.333	2	1	5	8934
1.334	2	1	4	8247
1.334	2	1	5	8247
1.337	2	1	4	8934
1.337	2	1	5	8934
1.338	2	1	4	8934
1.338	2	1	5	8934
1.339	2	1	4	8247
1.339	2	1	5	8247
1.342	2	1	4	8934
1.342	2	1	5	8934
1.343	2	1	4	8934
1.343	2	1	5	8934
1.344	2	1	4	8247
1.344	2	1	5	8247
1.347	2	1	4	8934
1.347	2	1	5	8934
1.348	2	1	4	8934
1.348	2	1	5	8934
1.349	2	1	4	8247
1.349	2	1	5	8247
1.352	2	1	4	8934
1.352	2	1	5	8934
1.353	2	1	4	8934
1.353	2	1	5	8934
1.354	2	1	4	8247
1.354	2	1	5	8247
1.357	2	1	4	8934
1.357	2	1	5	8934
1.358	2	1	4	8934
1.358	2	1	5	8934
1.359	2	1	4	8247
1.359	2	1	5	8247
1.362	2	1	4	8934
1.362	2	1	5	8934
1.363	2	1	4	8934
1.363	2	1	5	8934
1.364	2	1	4	8247
1.364	2	1	5	8247
1.367	2	1	4	8934
1.367	2	1	5	8934
1.368	2	1	4	8934
1.368	2	1	5	8934
1.369	2	1	4	8247
1.369	2	1	5	8247
1.372	2	1	4	8934
1.372	2	1	5	8934
1.373	2	1	4	8934
1.373	2	1	5	8934
1.374	2	1	4	8247
1.374	2	1	5	8247
1.377	2	1	4	8934
1.377	2	1	5	8934
1.378	2	1	4	8934
1.378	2	1	5	8934
1.379	2	1	4	8247
1.379	2	1	5	8247
1.382	2	1	4	8934
1.382	2	1	5	8934
1.383	2	1	4	8934
1.383	2	1	5	8934
1.384	2	1	4	8247
1.384	2	1	5	8247
1.387	2	1	4	8934
1.387	2	1	5	8934
1.388	2	1	4	8934
1.388	2	1	5	8934
1.389	2	1	4	8247
1.389	2	1	5	8247
1.392	2	1	4	8934
1.392	2	1	5	8934
1.393	2	1	4	8934
1.393	2	1	5	8934
1.394	2	1	4	8247
1.394	2	1	5	8247
1.397	2	1	4	8934
1.397	2	1	5	8934
1.398	2	1	4	8934
1.398	2	1	5	8934
1.399	2	1	4	8247
1.399	2	1	5	8247
