time(s)	cellId	rnti	lcid	packetSize
0.449802	2	1	4	945
0.449802	2	1	5	945
0.449902	2	1	4	945
0.449902	2	1	5	945
0.450002	2	1	4	945
0.450002	2	1	5	945
0.450102	2	1	4	945
0.450102	2	1	5	945
0.450202	2	1	4	945
0.450202	2	1	5	945
0.450302	2	1	4	945
0.450302	2	1	5	945
0.450402	2	1	4	945
0.450402	2	1	5	945
0.450502	2	1	4	945
0.450502	2	1	5	945
0.450602	2	1	4	945
0.450602	2	1	5	945
0.450702	2	1	4	945
0.450702	2	1	5	945
0.450802	2	1	4	945
0.450802	2	1	5	945
0.450902	2	1	4	945
0.450902	2	1	5	945
0.451002	2	1	4	945
0.451002	2	1	5	945
0.451102	2	1	4	945
0.451102	2	1	5	945
0.451202	2	1	4	945
0.451202	2	1	5	945
0.451302	2	1	4	945
0.451302	2	1	5	945
0.451402	2	1	4	945
0.451402	2	1	5	945
0.451502	2	1	4	945
0.451502	2	1	5	945
0.451602	2	1	4	945
0.451602	2	1	5	945
0.451702	2	1	4	945
0.451702	2	1	5	945
0.451802	2	1	4	945
0.451802	2	1	5	945
0.451902	2	1	4	945
0.451902	2	1	5	945
0.452002	2	1	4	945
0.452002	2	1	5	945
0.452102	2	1	4	945
0.452102	2	1	5	945
0.452202	2	1	4	945
0.452202	2	1	5	945
0.452302	2	1	4	945
0.452302	2	1	5	945
0.452402	2	1	4	945
0.452402	2	1	5	945
0.452502	2	1	4	945
0.452502	2	1	5	945
0.452602	2	1	4	945
0.452602	2	1	5	945
0.452702	2	1	4	945
0.452702	2	1	5	945
0.452802	2	1	4	945
0.452802	2	1	5	945
0.452902	2	1	4	945
0.452902	2	1	5	945
0.453002	2	1	4	945
0.453002	2	1	5	945
0.453102	2	1	4	945
0.453102	2	1	5	945
0.453202	2	1	4	945
0.453202	2	1	5	945
0.453302	2	1	4	945
0.453302	2	1	5	945
0.453402	2	1	4	945
0.453402	2	1	5	945
