time(s)	cellId	rnti	lcid	packetSize
1.12007	2	1	3	8929
1.12107	2	1	3	8929
1.12507	2	1	3	8929
1.12607	2	1	3	8929
1.13007	2	1	3	8929
1.13107	2	1	3	8929
1.13507	2	1	3	8929
1.13607	2	1	3	8929
1.14007	2	1	3	8929
1.14107	2	1	3	8929
1.14507	2	1	3	8929
1.14607	2	1	3	8929
1.15007	2	1	3	8929
1.15107	2	1	3	8929
1.15507	2	1	3	8929
1.15607	2	1	3	8929
1.16007	2	1	3	8929
1.16107	2	1	3	8929
1.16507	2	1	3	8929
1.16607	2	1	3	8929
1.17007	2	1	3	8929
1.17107	2	1	3	8929
1.17507	2	1	3	8929
1.18007	2	1	3	8929
1.18107	2	1	3	8929
1.18507	2	1	3	8929
1.18607	2	1	3	8929
1.19007	2	1	3	8929
1.19107	2	1	3	8929
1.19507	2	1	3	8929
1.19607	2	1	3	8929
1.20007	2	1	3	8929
1.20107	2	1	3	8929
1.20507	2	1	3	8929
1.20607	2	1	3	8929
1.21007	2	1	3	8929
1.21107	2	1	3	8929
1.21507	2	1	3	8929
1.21607	2	1	3	8929
1.22007	2	1	3	8929
1.22107	2	1	3	8929
1.22507	2	1	3	8929
1.22607	2	1	3	8929
1.23007	2	1	3	8929
1.23107	2	1	3	8929
1.23507	2	1	3	8929
1.23607	2	1	3	8929
1.24007	2	1	3	8929
1.24107	2	1	3	8929
1.24507	2	1	3	8929
1.24607	2	1	3	8929
1.25007	2	1	3	8929
1.25107	2	1	3	8929
1.25507	2	1	3	8929
1.25607	2	1	3	8929
1.26007	2	1	3	8929
1.26107	2	1	3	8929
1.26507	2	1	3	8929
1.26607	2	1	3	8929
1.27007	2	1	3	8929
1.27107	2	1	3	8929
1.27507	2	1	3	8929
1.27607	2	1	3	8929
1.28007	2	1	3	8929
1.28107	2	1	3	8929
1.28507	2	1	3	8929
1.28607	2	1	3	8929
1.29007	2	1	3	8929
1.29107	2	1	3	8929
1.29507	2	1	3	8929
1.29607	2	1	3	8929
1.30007	2	1	3	8929
1.30107	2	1	3	8929
1.30507	2	1	3	8929
1.30607	2	1	3	8929
1.31007	2	1	3	8929
1.31107	2	1	3	8929
1.31507	2	1	3	8929
1.31607	2	1	3	8929
1.32007	2	1	3	8929
1.32107	2	1	3	8929
1.32507	2	1	3	8929
1.32607	2	1	3	8929
1.33007	2	1	3	8929
1.33107	2	1	3	8929
1.33507	2	1	3	8929
1.33607	2	1	3	8929
1.34007	2	1	3	8929
1.34107	2	1	3	8929
1.34507	2	1	3	8929
1.34607	2	1	3	8929
1.35007	2	1	3	8929
1.35107	2	1	3	8929
1.35507	2	1	3	8929
1.35607	2	1	3	8929
1.36007	2	1	3	8929
1.36107	2	1	3	8929
1.36507	2	1	3	8929
1.36607	2	1	3	8929
1.37007	2	1	3	8929
1.37107	2	1	3	8929
1.37507	2	1	3	8929
1.38007	2	1	3	8929
1.38107	2	1	3	8929
1.38507	2	1	3	8929
1.38607	2	1	3	8929
1.39007	2	1	3	8929
1.39107	2	1	3	8929
1.39507	2	1	3	8929
1.39607	2	1	3	8929
