1	1.05	0	0	0	nan
1	1.1	1260	1	52	nan
2	1.1	0	0	0	nan
1	1.15	1260	1	52	nan
2	1.15	129	2	50	0
1	1.2	9838	7	52	0
2	1.2	129	2	50	0
1	1.25	9838	7	52	0
2	1.25	350	6	50	0
1	1.3	23542	17	52	0
2	1.3	408	7	50	0
1	1.35	25114	19	52	0
2	1.35	627	11	50	0
1	1.4	40287	29	67	0
2	1.4	794	14	50	0
1	1.45	52592	40	50	0
2	1.45	1018	18	50	0
1	1.5	63216	47	60	0
2	1.5	1297	23	50	0
1	1.55	95172	70	92	0
2	1.55	1580	28	50	0
1	1.6	116573	87	60	0
2	1.6	2134	38	50	0
1	1.65	146955	108	82	1.67917
2	1.65	2536	45	50	0
1	1.7	178910	131	104	1.54447
2	1.7	3043	54	50	0
1	1.75	209295	152	134	1.43501
2	1.75	3612	64	50	0
1	1.8	239735	174	140	1.33988
2	1.8	4124	73	50	0
1	1.85	270120	195	167	2.51344
2	1.85	4631	82	50	0
1	1.9	297524	215	197	2.36469
2	1.9	5143	91	50	0
1	1.95	329425	237	221	2.23034
2	1.95	5601	99	50	0
1	2	361392	260	245	2.11051
2	2	6108	108	50	0
1	2.05	391840	281	271	2.00844
2	2.05	6677	118	50	0
1	2.1	416265	299	301	2.86925
2	2.1	7189	127	50	0
1	2.15	448228	321	324	2.73621
2	2.15	7589	134	50	0
1	2.2	480253	344	348	2.61533
2	2.2	8021	141	50	0
1	2.25	510759	366	369	2.50893
2	2.25	8514	149	50	0
1	2.3	542726	388	398	3.20952
2	2.3	8941	156	50	0
1	2.35	571709	409	415	3.08404
2	2.35	9434	164	50	0
1	2.4	603676	431	439	2.96832
2	2.4	9898	171	50	0
1	2.45	634182	453	461	2.8657
2	2.45	10381	178	50	0
1	2.5	666207	476	485	3.45668
2	2.5	10869	185	50	0
1	2.55	698172	498	509	3.33992
2	2.55	11426	193	50	0
1	2.6	730196	521	537	3.23059
2	2.6	11909	200	50	0
1	2.65	757606	540	559	3.13309
2	2.65	12502	208	50	0
1	2.7	789626	563	583	3.64372
2	2.7	12977	214	50	0
1	2.75	820715	594	260	3.53584
2	2.75	13653	222	50	0
1	2.8	851275	617	256	3.43749
2	2.8	14604	232	50	0
