Time	CellId	RNTI	BWPId	SINR(dB)
1.156	4	1	2	41.2644
1.15693	2	1	0	40.8507
1.15693	4	1	2	41.2644
1.16	2	1	0	40.8507
1.16	4	1	2	41.2644
1.161	2	1	0	40.8507
1.161	4	1	2	41.2644
1.16193	2	1	0	40.8507
1.16193	4	1	2	41.2644
1.165	2	1	0	40.8507
1.165	4	1	2	41.2644
1.166	2	1	0	40.8507
1.166	4	1	2	41.2644
1.16693	2	1	0	40.8507
1.16693	4	1	2	41.2644
1.17	2	1	0	40.8507
1.17	4	1	2	41.2644
1.171	2	1	0	40.8507
1.171	4	1	2	41.2644
1.17193	2	1	0	40.8507
1.17193	4	1	2	41.2644
1.175	2	1	0	40.8507
1.175	4	1	2	41.2644
1.176	2	1	0	40.8507
1.176	4	1	2	41.2644
1.17693	2	1	0	40.8507
1.17693	4	1	2	41.2644
1.18	2	1	0	40.8507
1.18	4	1	2	41.2644
1.181	2	1	0	40.8507
1.181	4	1	2	41.2644
1.18193	2	1	0	40.8507
1.18193	4	1	2	41.2644
1.185	2	1	0	40.8507
1.185	4	1	2	41.2644
1.186	2	1	0	40.8507
1.186	4	1	2	41.2644
1.18693	2	1	0	40.8507
1.18693	4	1	2	41.2644
1.19	2	1	0	40.8507
1.19	4	1	2	41.2644
1.191	2	1	0	40.8507
1.191	4	1	2	41.2644
1.19193	2	1	0	40.8507
1.19193	4	1	2	41.2644
1.195	2	1	0	40.8507
1.195	4	1	2	41.2644
1.196	2	1	0	40.8507
1.196	4	1	2	41.2644
1.19693	2	1	0	40.8507
1.19693	4	1	2	41.2644
1.2	2	1	0	40.8507
1.2	4	1	2	41.2644
1.201	2	1	0	40.8507
1.201	4	1	2	41.2644
1.20193	2	1	0	40.8507
1.20193	4	1	2	41.2644
1.205	2	1	0	40.8507
1.205	4	1	2	41.2644
1.206	2	1	0	40.8507
1.206	4	1	2	41.2644
1.20693	2	1	0	40.8507
1.20693	4	1	2	41.2644
1.21	2	1	0	40.8507
1.21	4	1	2	41.2644
1.211	2	1	0	40.8507
1.211	4	1	2	41.2644
1.21193	2	1	0	40.8507
1.21193	4	1	2	41.2644
1.215	2	1	0	40.8507
1.215	4	1	2	41.2644
1.216	2	1	0	40.8507
1.216	4	1	2	41.2644
1.21693	2	1	0	40.8507
1.21693	4	1	2	41.2644
1.22	2	1	0	40.8507
1.22	4	1	2	41.2644
1.221	2	1	0	40.8507
1.221	4	1	2	41.2644
1.22193	2	1	0	40.8507
1.22193	4	1	2	41.2644
1.225	2	1	0	40.8507
1.225	4	1	2	41.2644
1.226	2	1	0	40.8507
1.226	4	1	2	41.2644
1.22693	2	1	0	40.8507
1.22693	4	1	2	41.2644
1.23	2	1	0	40.8507
1.23	4	1	2	41.2644
1.231	2	1	0	40.8507
1.231	4	1	2	41.2644
1.23193	2	1	0	40.8507
1.23193	4	1	2	41.2644
1.235	2	1	0	40.8507
1.235	4	1	2	41.2644
1.236	2	1	0	40.8507
1.236	4	1	2	41.2644
1.23693	2	1	0	40.8507
1.23693	4	1	2	41.2644
1.24	2	1	0	40.8507
1.24	4	1	2	41.2644
1.241	2	1	0	40.8507
1.241	4	1	2	41.2644
1.24193	2	1	0	40.8507
1.24193	4	1	2	41.2644
1.245	2	1	0	40.8507
1.245	4	1	2	41.2644
1.246	2	1	0	40.8507
1.246	4	1	2	41.2644
1.24693	2	1	0	40.8507
1.24693	4	1	2	41.2644
1.25	2	1	0	40.8507
1.25	4	1	2	41.2644
1.251	2	1	0	40.8507
1.251	4	1	2	41.2644
1.25193	2	1	0	40.8507
1.25193	4	1	2	41.2644
1.255	2	1	0	40.8507
1.255	4	1	2	41.2644
1.256	2	1	0	40.8507
1.256	4	1	2	41.2644
1.25693	2	1	0	40.8507
1.25693	4	1	2	41.2644
1.26	2	1	0	40.8507
1.26	4	1	2	41.2644
1.261	2	1	0	40.8507
1.261	4	1	2	41.2644
1.26193	2	1	0	40.8507
1.26193	4	1	2	41.2644
1.265	2	1	0	40.8507
1.265	4	1	2	41.2644
1.266	2	1	0	40.8507
1.266	4	1	2	41.2644
1.26693	2	1	0	40.8507
1.26693	4	1	2	41.2644
1.27	2	1	0	40.8507
1.27	4	1	2	41.2644
1.271	2	1	0	40.8507
1.271	4	1	2	41.2644
1.27193	2	1	0	40.8507
1.27193	4	1	2	41.2644
1.275	2	1	0	40.8507
1.275	4	1	2	41.2644
1.276	2	1	0	40.8507
1.276	4	1	2	41.2644
1.27693	2	1	0	40.8507
1.27693	4	1	2	41.2644
1.28	2	1	0	40.8507
1.28	4	1	2	41.2644
1.281	2	1	0	40.8507
1.281	4	1	2	41.2644
1.28193	2	1	0	40.8507
1.28193	4	1	2	41.2644
1.285	2	1	0	40.8507
1.285	4	1	2	41.2644
1.286	2	1	0	40.8507
1.286	4	1	2	41.2644
1.28693	2	1	0	40.8507
1.28693	4	1	2	41.2644
1.29	2	1	0	40.8507
1.29	4	1	2	41.2644
1.291	2	1	0	40.8507
1.291	4	1	2	41.2644
1.29193	2	1	0	40.8507
1.29193	4	1	2	41.2644
1.295	2	1	0	40.8507
1.295	4	1	2	41.2644
1.296	2	1	0	40.8507
1.296	4	1	2	41.2644
1.29693	2	1	0	40.8507
1.29693	4	1	2	41.2644
1.3	2	1	0	40.8507
1.3	4	1	2	41.2644
1.301	2	1	0	40.8507
1.301	4	1	2	41.2644
1.30193	2	1	0	40.8507
1.30193	4	1	2	41.2644
1.305	2	1	0	40.8507
1.305	4	1	2	41.2644
1.306	2	1	0	40.8507
1.306	4	1	2	41.2644
1.30693	2	1	0	40.8507
1.30693	4	1	2	41.2644
1.31	2	1	0	40.8507
1.31	4	1	2	41.2644
1.311	2	1	0	40.8507
1.311	4	1	2	41.2644
1.31193	2	1	0	40.8507
1.31193	4	1	2	41.2644
1.315	2	1	0	40.8507
1.315	4	1	2	41.2644
1.316	2	1	0	40.8507
1.316	4	1	2	41.2644
1.31693	2	1	0	40.8507
1.31693	4	1	2	41.2644
1.32	2	1	0	40.8507
1.32	4	1	2	41.2644
1.321	2	1	0	40.8507
1.321	4	1	2	41.2644
1.32193	2	1	0	40.8507
1.32193	4	1	2	41.2644
1.325	2	1	0	40.8507
1.325	4	1	2	41.2644
1.326	2	1	0	40.8507
1.326	4	1	2	41.2644
1.32693	2	1	0	40.8507
1.32693	4	1	2	41.2644
1.33	2	1	0	40.8507
1.33	4	1	2	41.2644
1.331	2	1	0	40.8507
1.331	4	1	2	41.2644
1.33193	2	1	0	40.8507
1.33193	4	1	2	41.2644
1.335	2	1	0	40.8507
1.335	4	1	2	41.2644
1.336	2	1	0	40.8507
1.336	4	1	2	41.2644
1.33693	2	1	0	40.8507
1.33693	4	1	2	41.2644
1.34	2	1	0	40.8507
1.34	4	1	2	41.2644
1.341	2	1	0	40.8507
1.341	4	1	2	41.2644
1.34193	2	1	0	40.8507
1.34193	4	1	2	41.2644
1.345	2	1	0	40.8507
1.345	4	1	2	41.2644
1.346	2	1	0	40.8507
1.346	4	1	2	41.2644
1.34693	2	1	0	40.8507
1.34693	4	1	2	41.2644
1.35	2	1	0	40.8507
1.35	4	1	2	41.2644
1.351	2	1	0	40.8507
1.351	4	1	2	41.2644
1.35193	2	1	0	40.8507
1.35193	4	1	2	41.2644
1.355	2	1	0	40.8507
1.355	4	1	2	41.2644
1.356	2	1	0	40.8507
1.356	4	1	2	41.2644
1.35693	2	1	0	40.8507
1.35693	4	1	2	41.2644
1.36	2	1	0	40.8507
1.36	4	1	2	41.2644
1.361	2	1	0	40.8507
1.361	4	1	2	41.2644
1.36193	2	1	0	40.8507
1.36193	4	1	2	41.2644
1.365	2	1	0	40.8507
1.365	4	1	2	41.2644
1.366	2	1	0	40.8507
1.366	4	1	2	41.2644
1.36693	2	1	0	40.8507
1.36693	4	1	2	41.2644
1.37	2	1	0	40.8507
1.37	4	1	2	41.2644
1.371	2	1	0	40.8507
1.371	4	1	2	41.2644
1.37193	2	1	0	40.8507
1.37193	4	1	2	41.2644
1.375	2	1	0	40.8507
1.375	4	1	2	41.2644
1.376	2	1	0	40.8507
1.376	4	1	2	41.2644
1.37693	2	1	0	40.8507
1.37693	4	1	2	41.2644
1.38	2	1	0	40.8507
1.38	4	1	2	41.2644
1.381	2	1	0	40.8507
1.381	4	1	2	41.2644
1.38193	2	1	0	40.8507
1.38193	4	1	2	41.2644
1.385	2	1	0	40.8507
1.385	4	1	2	41.2644
1.386	2	1	0	40.8507
1.386	4	1	2	41.2644
1.38693	2	1	0	40.8507
1.38693	4	1	2	41.2644
1.39	2	1	0	40.8507
1.39	4	1	2	41.2644
1.391	2	1	0	40.8507
1.391	4	1	2	41.2644
1.39193	2	1	0	40.8507
1.39193	4	1	2	41.2644
1.395	2	1	0	40.8507
1.395	4	1	2	41.2644
1.396	2	1	0	40.8507
1.396	4	1	2	41.2644
1.39693	2	1	0	40.8507
1.39693	4	1	2	41.2644
1.4	2	1	0	40.8507
1.4	4	1	2	41.2644
